Sensor.Gene	Sensor.Name	Sensor.Type	Sensor.Pathway	HMDB.ID	Metabolite.Name	Metabolite.Class	Metabolite.Pathway	Long.Range.Channel	Evidences	Sources
SLC2A4	Solute carrier family 2, facilitated glucose transporter member 4 (Glucose transporter type 4, insulin-responsive) (GLUT-4)	transporter	WP4874: CAMKK2 pathway; WP4970: Galanin receptor pathway; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling; WP481: Insulin signaling; WP2877: Vitamin D receptor pathway; WP3915: Angiopoietin-like protein 8 regulatory pathway; WP2884: NRF2 pathway; WP3635: Insulin signaling in adipocytes (diabetic condition); WP3599: Transcription factor regulation in adipogenesis; WP1403: AMP-activated protein kinase signaling; WP3634: Insulin signaling in adipocytes (normal condition); WP2777: Translocation of SLC2A4 (GLUT4) to the plasma membrane; WP5181: Roles of ceramides in development of insulin resistance; WP2882: Nuclear receptors meta-pathway; WP5094: Orexin receptor pathway	HMDB0001514	Glucosamine	Organic oxygen compounds	Amino Sugar Metabolism	Blood,Feces,Saliva,Urine	Recon2	Mebocost
SLC2A4	Solute carrier family 2, facilitated glucose transporter member 4 (Glucose transporter type 4, insulin-responsive) (GLUT-4)	transporter	WP4874: CAMKK2 pathway; WP4970: Galanin receptor pathway; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling; WP481: Insulin signaling; WP2877: Vitamin D receptor pathway; WP3915: Angiopoietin-like protein 8 regulatory pathway; WP2884: NRF2 pathway; WP3635: Insulin signaling in adipocytes (diabetic condition); WP3599: Transcription factor regulation in adipogenesis; WP1403: AMP-activated protein kinase signaling; WP3634: Insulin signaling in adipocytes (normal condition); WP2777: Translocation of SLC2A4 (GLUT4) to the plasma membrane; WP5181: Roles of ceramides in development of insulin resistance; WP2882: Nuclear receptors meta-pathway; WP5094: Orexin receptor pathway	HMDB0000122	D-Glucose	Organic oxygen compounds	Galactose Metabolism; Glycolysis_Gluconeogenesis; Starch and sucrose metabolism	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	Recon2	Mebocost
SLC2A5	Solute carrier family 2, facilitated glucose transporter member 5 (Fructose transporter) (Glucose transporter type 5, small intestine) (GLUT-5)	transporter	WP2884: NRF2 pathway; WP4049: Neutrophil degranulation; WP2882: Nuclear receptors meta-pathway	HMDB0000660	D-Fructose	Organic oxygen compounds	Amino Sugar Metabolism; Fructose and mannose metabolism; Galactose Metabolism; Starch and sucrose metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	Recon2	Mebocost
SLC2A6	Solute carrier family 2, facilitated glucose transporter member 6 (Glucose transporter type 6) (GLUT-6)	transporter	WP2884: NRF2 pathway; WP2882: Nuclear receptors meta-pathway	HMDB0000122	D-Glucose	Organic oxygen compounds	Galactose Metabolism; Glycolysis_Gluconeogenesis; Starch and sucrose metabolism	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	Recon2	Mebocost
SLC2A7	Solute carrier family 2, facilitated glucose transporter member 7 (Glucose transporter type 7) (GLUT-7) (hGLUT7)	transporter	WP2884: NRF2 pathway; WP2882: Nuclear receptors meta-pathway	HMDB0000122	D-Glucose	Organic oxygen compounds	Galactose Metabolism; Glycolysis_Gluconeogenesis; Starch and sucrose metabolism	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	Recon2	Mebocost
SLC2A7	Solute carrier family 2, facilitated glucose transporter member 7 (Glucose transporter type 7) (GLUT-7) (hGLUT7)	transporter	WP2884: NRF2 pathway; WP2882: Nuclear receptors meta-pathway	HMDB0000660	D-Fructose	Organic oxygen compounds	Amino Sugar Metabolism; Fructose and mannose metabolism; Galactose Metabolism; Starch and sucrose metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	Recon2	Mebocost
SLC2A8	Solute carrier family 2, facilitated glucose transporter member 8 (Glucose transporter type 8) (GLUT-8) (Glucose transporter type X1)	transporter	WP2884: NRF2 pathway; WP2882: Nuclear receptors meta-pathway	HMDB0000660	D-Fructose	Organic oxygen compounds	Amino Sugar Metabolism; Fructose and mannose metabolism; Galactose Metabolism; Starch and sucrose metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	Recon2	Mebocost
SLC2A8	Solute carrier family 2, facilitated glucose transporter member 8 (Glucose transporter type 8) (GLUT-8) (Glucose transporter type X1)	transporter	WP2884: NRF2 pathway; WP2882: Nuclear receptors meta-pathway	HMDB0000122	D-Glucose	Organic oxygen compounds	Galactose Metabolism; Glycolysis_Gluconeogenesis; Starch and sucrose metabolism	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	Recon2	Mebocost
SLC2A8	Solute carrier family 2, facilitated glucose transporter member 8 (Glucose transporter type 8) (GLUT-8) (Glucose transporter type X1)	transporter	WP2884: NRF2 pathway; WP2882: Nuclear receptors meta-pathway	HMDB0000143	D-Galactose	Organic oxygen compounds	Galactose Metabolism; Nucleotide Sugars Metabolism; Starch and sucrose metabolism	Blood,Breast Milk,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	Recon2	Mebocost
SLC2A9	Solute carrier family 2, facilitated glucose transporter member 9 (Glucose transporter type 9) (GLUT-9) (Urate transporter)	transporter	WP2884: NRF2 pathway; WP2882: Nuclear receptors meta-pathway	HMDB0000122	D-Glucose	Organic oxygen compounds	Galactose Metabolism; Glycolysis_Gluconeogenesis; Starch and sucrose metabolism	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	Recon2	Mebocost
SLC2A9	Solute carrier family 2, facilitated glucose transporter member 9 (Glucose transporter type 9) (GLUT-9) (Urate transporter)	transporter	WP2884: NRF2 pathway; WP2882: Nuclear receptors meta-pathway	HMDB0000211	myo-Inositol	Organic oxygen compounds	Galactose Metabolism; Inositol phosphate metabolism; Phosphatidylinositol Phosphate Metabolism	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	32591905	MetaChatDB
SLC2A9	Solute carrier family 2, facilitated glucose transporter member 9 (Glucose transporter type 9) (GLUT-9) (Urate transporter)	transporter	WP2884: NRF2 pathway; WP2882: Nuclear receptors meta-pathway	HMDB0000289	Uric acid	Organoheterocyclic compounds	Purine metabolism	Amniotic Fluid,Bile,Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	24858040	MetaChatDB
SLC32A1	Vesicular inhibitory amino acid transporter (GABA and glycine transporter) (Solute carrier family 32 member 1) (Vesicular GABA transporter) (hVIAAT)	transporter	WP4159: GABA receptor signaling; WP2685: GABA synthesis, release, reuptake and degradation; WP2267: Synaptic vesicle pathway	HMDB0000123	Glycine	Organic acids and derivatives	Alanine, aspartate and glutamate metabolism; Arginine and proline metabolism; Glutamate Metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Methionine Metabolism; Nitrogen metabolism; Porphyrin Metabolism; Primary bile acid biosynthesis; Purine metabolism	Bile,Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	30524262	MetaChatDB
SLC35B1	Solute carrier family 35 member B1 (ATP/ADP exchanger ER) (AXER) (Endoplasmic reticulum ATP/ADP translocase) (UDP-galactose transporter-related protein 1) (UGTrel1)	transporter		HMDB0001341	ADP	Nucleosides, nucleotides, and analogues	Alanine, aspartate and glutamate metabolism; Amino Sugar Metabolism; Arginine and proline metabolism; Biosynthesis of unsaturated fatty acids; Citric Acid Cycle; Cysteine Metabolism; Fructose and mannose metabolism; Galactose Metabolism; Glutamate Metabolism; Glutathione metabolism; Glycerolipid Metabolism; Glycine, serine and threonine metabolism; Glycolysis_Gluconeogenesis; Histidine metabolism; Inositol phosphate metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Nucleotide Sugars Metabolism; One carbon pool by folate; Oxidative phosphorylation; Pantothenate and CoA Biosynthesis; Phosphatidylinositol Phosphate Metabolism; Primary bile acid biosynthesis; Propanoate metabolism; Purine metabolism; Pyrimidine metabolism; Pyruvate metabolism; Riboflavin Metabolism; Selenocompound metabolism; Starch and sucrose metabolism; Steroid Biosynthesis; Sulfur metabolism; Thiamine Metabolism; Urea Cycle; Valine, leucine and isoleucine degradation	Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Saliva,Urine	35041824	MetaChatDB
SLC35B1	Solute carrier family 35 member B1 (ATP/ADP exchanger ER) (AXER) (Endoplasmic reticulum ATP/ADP translocase) (UDP-galactose transporter-related protein 1) (UGTrel1)	transporter		HMDB0000538	Adenosine triphosphate	Nucleosides, nucleotides, and analogues	Alanine, aspartate and glutamate metabolism; Amino Sugar Metabolism; Arginine and proline metabolism; Aspartate Metabolism; Biosynthesis of unsaturated fatty acids; Biotin Metabolism; Butyrate Metabolism; Citric Acid Cycle; Cysteine Metabolism; Fatty acid Metabolism; Fructose and mannose metabolism; Galactose Metabolism; Glutamate Metabolism; Glutathione metabolism; Glycerolipid Metabolism; Glycine, serine and threonine metabolism; Glycolysis_Gluconeogenesis; Histidine metabolism; Inositol phosphate metabolism; Methionine Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Nucleotide Sugars Metabolism; One carbon pool by folate; Oxidative phosphorylation; Pantothenate and CoA Biosynthesis; Phenylalanine and Tyrosine Metabolism; Phenylalanine metabolism; Phosphatidylinositol Phosphate Metabolism; Primary bile acid biosynthesis; Propanoate metabolism; Purine metabolism; Pyrimidine metabolism; Pyruvate metabolism; Riboflavin Metabolism; Selenocompound metabolism; Starch and sucrose metabolism; Steroid Biosynthesis; Sulfur metabolism; Thiamine Metabolism; Tryptophan metabolism; Urea Cycle; Valine, leucine and isoleucine degradation	Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Saliva	35041824	MetaChatDB
SLC35D3	Solute carrier family 35 member D3 (Fringe connection-like protein 1)	transporter		HMDB0000286	Uridine diphosphate glucose	Nucleosides, nucleotides, and analogues	Galactose Metabolism; Nucleotide Sugars Metabolism; Starch and sucrose metabolism	Blood,Feces,Urine	34269178	MetaChatDB
SLC35F5	Solute carrier family 35 member F5 (Hepatitis C virus NS5A-transactivated protein 3) (HCV NS5A-transactivated protein 3)	transporter		HMDB0000034	Adenine	Organoheterocyclic compounds	Purine metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	33972798	Mebocost
SLC36A1	Proton-coupled amino acid transporter 1 (Proton/amino acid transporter 1) (hPAT1) (Solute carrier family 36 member 1)	transporter		HMDB0000056	beta-Alanine	Organic acids and derivatives	Aspartate Metabolism; Histidine metabolism; Propanoate metabolism; Pyrimidine metabolism; beta-Alanine metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	20498635	MetaChatDB
SLC36A1	Proton-coupled amino acid transporter 1 (Proton/amino acid transporter 1) (hPAT1) (Solute carrier family 36 member 1)	transporter		HMDB0000162	L-Proline	Organic acids and derivatives	Arginine and proline metabolism	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	34067570	MetaChatDB
SLC36A1	Proton-coupled amino acid transporter 1 (Proton/amino acid transporter 1) (hPAT1) (Solute carrier family 36 member 1)	transporter		HMDB0000123	Glycine	Organic acids and derivatives	Alanine, aspartate and glutamate metabolism; Arginine and proline metabolism; Glutamate Metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Methionine Metabolism; Nitrogen metabolism; Porphyrin Metabolism; Primary bile acid biosynthesis; Purine metabolism	Bile,Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	HMDB	Mebocost
SLC36A4	Neutral amino acid uniporter 4 (Solute carrier family 36 member 4)	transporter		HMDB0000187	L-Serine	Organic acids and derivatives	Glycine, serine and threonine metabolism; Methionine Metabolism; Nitrogen metabolism; Selenocompound metabolism; Starch and sucrose metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	26434594	MetaChatDB
SLC36A4	Neutral amino acid uniporter 4 (Solute carrier family 36 member 4)	transporter		HMDB0000641	L-Glutamine	Organic acids and derivatives	Amino Sugar Metabolism; Aspartate Metabolism; Glutamate Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	37407815	MetaChatDB
SLC36A4	Neutral amino acid uniporter 4 (Solute carrier family 36 member 4)	transporter		HMDB0000162	L-Proline	Organic acids and derivatives	Arginine and proline metabolism	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	28083894	MetaChatDB
SLC37A2	Glucose-6-phosphate exchanger SLC37A2 (Solute carrier family 37 member 2)	transporter	WP2877: Vitamin D receptor pathway	HMDB0001401	Glucose 6-phosphate	Organic oxygen compounds	Galactose Metabolism; Glycolysis_Gluconeogenesis; Inositol phosphate metabolism; Nucleotide Sugars Metabolism; Starch and sucrose metabolism	Blood,Cellular Cytoplasm,Feces,Saliva,Urine	36170813	MetaChatDB
SLC38A1	Sodium-coupled neutral amino acid symporter 1 (Amino acid transporter A1) (N-system amino acid transporter 2) (Solute carrier family 38 member 1) (System A amino acid transporter 1) (System N amino acid transporter 1)	transporter	WP4313: Ferroptosis; WP1872: Neurotransmitter uptake and metabolism In glial cells; WP5083: Neuroinflammation and glutamatergic signaling; WP2267: Synaptic vesicle pathway	HMDB0000641	L-Glutamine	Organic acids and derivatives	Amino Sugar Metabolism; Aspartate Metabolism; Glutamate Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	26724577	Mebocost
SLC38A10	Solute carrier family 38 member 10 (Amino acid transporter SLC38A10)	transporter		HMDB0000148	L-Glutamic acid	Organic acids and derivatives	Alanine, aspartate and glutamate metabolism; Amino Sugar Metabolism; Arachidonic Acid Metabolism; Arginine and proline metabolism; Aspartate Metabolism; Cysteine Metabolism; Glutamate Metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Histidine metabolism; Lysine degradation; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; One carbon pool by folate; Phenylalanine and Tyrosine Metabolism; Propanoate metabolism; Purine metabolism; Tryptophan metabolism; Tyrosine metabolism; Urea Cycle; Valine, leucine and isoleucine degradation; beta-Alanine metabolism	Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	35450293	MetaChatDB
SLC38A2	Sodium-coupled neutral amino acid symporter 2 (Amino acid transporter A2) (Protein 40-9-1) (Solute carrier family 38 member 2) (System A amino acid transporter 2) (System A transporter 1) (System N amino acid transporter 2)	transporter	WP1871: Neurotransmitter release cycle; WP5083: Neuroinflammation and glutamatergic signaling	HMDB0000641	L-Glutamine	Organic acids and derivatives	Amino Sugar Metabolism; Aspartate Metabolism; Glutamate Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	32996252; 25759021; 26724577	Mebocost
SLC38A3	Sodium-coupled neutral amino acid transporter 3 (N-system amino acid transporter 1) (Na(+)-coupled neutral amino acid transporter 3) (Solute carrier family 38 member 3) (System N amino acid transporter 1)	transporter	WP5083: Neuroinflammation and glutamatergic signaling	HMDB0000168	L-Asparagine	Organic acids and derivatives	Aspartate Metabolism; Nitrogen metabolism	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	38309615	MetaChatDB
SLC38A3	Sodium-coupled neutral amino acid transporter 3 (N-system amino acid transporter 1) (Na(+)-coupled neutral amino acid transporter 3) (Solute carrier family 38 member 3) (System N amino acid transporter 1)	transporter	WP5083: Neuroinflammation and glutamatergic signaling	HMDB0000641	L-Glutamine	Organic acids and derivatives	Amino Sugar Metabolism; Aspartate Metabolism; Glutamate Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	26724577	Mebocost
SLC38A3	Sodium-coupled neutral amino acid transporter 3 (N-system amino acid transporter 1) (Na(+)-coupled neutral amino acid transporter 3) (Solute carrier family 38 member 3) (System N amino acid transporter 1)	transporter	WP5083: Neuroinflammation and glutamatergic signaling	HMDB0000191	L-Aspartic acid	Organic acids and derivatives	Arginine and proline metabolism; Aspartate Metabolism; Glutamate Metabolism; Nitrogen metabolism; Purine metabolism; Tyrosine metabolism; Urea Cycle; beta-Alanine metabolism	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	38309615	MetaChatDB
SLC38A3	Sodium-coupled neutral amino acid transporter 3 (N-system amino acid transporter 1) (Na(+)-coupled neutral amino acid transporter 3) (Solute carrier family 38 member 3) (System N amino acid transporter 1)	transporter	WP5083: Neuroinflammation and glutamatergic signaling	HMDB0000161	L-Alanine	Organic acids and derivatives	Alanine, aspartate and glutamate metabolism; Glutamate Metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Selenocompound metabolism; Tryptophan metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	38309615	MetaChatDB
SLC38A4	Sodium-coupled neutral amino acid transporter 4 (Amino acid transporter A3) (Na(+)-coupled neutral amino acid transporter 4) (Solute carrier family 38 member 4) (System A amino acid transporter 3) (System N amino acid transporter 3)	transporter		HMDB0000161	L-Alanine	Organic acids and derivatives	Alanine, aspartate and glutamate metabolism; Glutamate Metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Selenocompound metabolism; Tryptophan metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	34274945	MetaChatDB
SLC38A4	Sodium-coupled neutral amino acid transporter 4 (Amino acid transporter A3) (Na(+)-coupled neutral amino acid transporter 4) (Solute carrier family 38 member 4) (System A amino acid transporter 3) (System N amino acid transporter 3)	transporter		HMDB0000641	L-Glutamine	Organic acids and derivatives	Amino Sugar Metabolism; Aspartate Metabolism; Glutamate Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	37407815	MetaChatDB
SLC38A4	Sodium-coupled neutral amino acid transporter 4 (Amino acid transporter A3) (Na(+)-coupled neutral amino acid transporter 4) (Solute carrier family 38 member 4) (System A amino acid transporter 3) (System N amino acid transporter 3)	transporter		HMDB0000517	L-Arginine	Organic acids and derivatives	Arginine and proline metabolism; Aspartate Metabolism; Glycine, serine and threonine metabolism; Urea Cycle	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	Recon2	Mebocost
SLC38A5	Sodium-coupled neutral amino acid transporter 5 (Solute carrier family 38 member 5) (System N transporter 2)	transporter	WP4874: CAMKK2 pathway; WP5083: Neuroinflammation and glutamatergic signaling	HMDB0000641	L-Glutamine	Organic acids and derivatives	Amino Sugar Metabolism; Aspartate Metabolism; Glutamate Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	26724577	Mebocost
SLC38A5	Sodium-coupled neutral amino acid transporter 5 (Solute carrier family 38 member 5) (System N transporter 2)	transporter	WP4874: CAMKK2 pathway; WP5083: Neuroinflammation and glutamatergic signaling	HMDB0000123	Glycine	Organic acids and derivatives	Alanine, aspartate and glutamate metabolism; Arginine and proline metabolism; Glutamate Metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Methionine Metabolism; Nitrogen metabolism; Porphyrin Metabolism; Primary bile acid biosynthesis; Purine metabolism	Bile,Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	33806675	MetaChatDB
SLC38A5	Sodium-coupled neutral amino acid transporter 5 (Solute carrier family 38 member 5) (System N transporter 2)	transporter	WP4874: CAMKK2 pathway; WP5083: Neuroinflammation and glutamatergic signaling	HMDB0000696	L-Methionine	Organic acids and derivatives	Glycine, serine and threonine metabolism; Methionine Metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	33806675	MetaChatDB
SLC38A5	Sodium-coupled neutral amino acid transporter 5 (Solute carrier family 38 member 5) (System N transporter 2)	transporter	WP4874: CAMKK2 pathway; WP5083: Neuroinflammation and glutamatergic signaling	HMDB0000187	L-Serine	Organic acids and derivatives	Glycine, serine and threonine metabolism; Methionine Metabolism; Nitrogen metabolism; Selenocompound metabolism; Starch and sucrose metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	33806675	MetaChatDB
SLC38A6	Solute carrier family 38 member 6 (Amino acid transporter SLC38A6) (N-system amino acid transporter 1) (NAT-1)	transporter		HMDB0000148	L-Glutamic acid	Organic acids and derivatives	Alanine, aspartate and glutamate metabolism; Amino Sugar Metabolism; Arachidonic Acid Metabolism; Arginine and proline metabolism; Aspartate Metabolism; Cysteine Metabolism; Glutamate Metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Histidine metabolism; Lysine degradation; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; One carbon pool by folate; Phenylalanine and Tyrosine Metabolism; Propanoate metabolism; Purine metabolism; Tryptophan metabolism; Tyrosine metabolism; Urea Cycle; Valine, leucine and isoleucine degradation; beta-Alanine metabolism	Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	33503881	MetaChatDB
SLC38A6	Solute carrier family 38 member 6 (Amino acid transporter SLC38A6) (N-system amino acid transporter 1) (NAT-1)	transporter		HMDB0000641	L-Glutamine	Organic acids and derivatives	Amino Sugar Metabolism; Aspartate Metabolism; Glutamate Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	33503881	MetaChatDB
SLC38A7	Sodium-coupled neutral amino acid transporter 7 (Solute carrier family 38 member 7)	transporter		HMDB0000641	L-Glutamine	Organic acids and derivatives	Amino Sugar Metabolism; Aspartate Metabolism; Glutamate Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	26724577	Mebocost
SLC38A8	Solute carrier family 38 member 8 (Amino acid transporter SLC38A8)	transporter		HMDB0000191	L-Aspartic acid	Organic acids and derivatives	Arginine and proline metabolism; Aspartate Metabolism; Glutamate Metabolism; Nitrogen metabolism; Purine metabolism; Tyrosine metabolism; Urea Cycle; beta-Alanine metabolism	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	25451601	MetaChatDB
SLC38A8	Solute carrier family 38 member 8 (Amino acid transporter SLC38A8)	transporter		HMDB0000161	L-Alanine	Organic acids and derivatives	Alanine, aspartate and glutamate metabolism; Glutamate Metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Selenocompound metabolism; Tryptophan metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	25451601	MetaChatDB
SLC38A8	Solute carrier family 38 member 8 (Amino acid transporter SLC38A8)	transporter		HMDB0000641	L-Glutamine	Organic acids and derivatives	Amino Sugar Metabolism; Aspartate Metabolism; Glutamate Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	26724577	Mebocost
SLC38A8	Solute carrier family 38 member 8 (Amino acid transporter SLC38A8)	transporter		HMDB0000517	L-Arginine	Organic acids and derivatives	Arginine and proline metabolism; Aspartate Metabolism; Glycine, serine and threonine metabolism; Urea Cycle	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	25451601	MetaChatDB
SLC38A9	Neutral amino acid transporter 9 (Solute carrier family 38 member 9) (Up-regulated in lung cancer 11)	transporter	WP3318: MTOR signaling; WP5015: Amino acids regulate mTORC1; WP2748: Energy dependent regulation of mTOR by LKB1-AMPK; WP3349: TP53 Regulates Metabolic Genes; WP3348: Macroautophagy; WP4047: PTEN Regulation	HMDB0000517	L-Arginine	Organic acids and derivatives	Arginine and proline metabolism; Aspartate Metabolism; Glycine, serine and threonine metabolism; Urea Cycle	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	30956113	MetaChatDB
SLC39A14	Metal cation symporter ZIP14 (LIV-1 subfamily of ZIP zinc transporter 4) (LZT-Hs4) (Solute carrier family 39 member 14) (Zrt- and Irt-like protein 14) (ZIP-14)	transporter	WP4313: Ferroptosis; WP2884: NRF2 pathway; WP2882: Nuclear receptors meta-pathway	HMDB0015531	Iron	Homogeneous metal compounds	Arachidonic Acid Metabolism; Galactose Metabolism; Nucleotide Sugars Metabolism; Phenylalanine and Tyrosine Metabolism; Porphyrin Metabolism; Primary bile acid biosynthesis; Purine metabolism; Steroid Biosynthesis; Taurine and Hypotaurine Metabolism; Tyrosine metabolism; Ubiquinone Biosynthesis	Blood,Urine	34051234	MetaChatDB
SLC3A2	Amino acid transporter heavy chain SLC3A2 (4F2 cell-surface antigen heavy chain) (4F2hc) (4F2 heavy chain antigen) (Lymphocyte activation antigen 4F2 large subunit) (Solute carrier family 3 member 2) (CD antigen CD98)	receptor,transporter	WP4313: Ferroptosis	HMDB0000187	L-Serine	Organic acids and derivatives	Glycine, serine and threonine metabolism; Methionine Metabolism; Nitrogen metabolism; Selenocompound metabolism; Starch and sucrose metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	33269112	Mebocost
SLC3A2	Amino acid transporter heavy chain SLC3A2 (4F2 cell-surface antigen heavy chain) (4F2hc) (4F2 heavy chain antigen) (Lymphocyte activation antigen 4F2 large subunit) (Solute carrier family 3 member 2) (CD antigen CD98)	receptor,transporter	WP4313: Ferroptosis	HMDB0000641	L-Glutamine	Organic acids and derivatives	Amino Sugar Metabolism; Aspartate Metabolism; Glutamate Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	33953707; 30671766	Mebocost
SLC3A2	Amino acid transporter heavy chain SLC3A2 (4F2 cell-surface antigen heavy chain) (4F2hc) (4F2 heavy chain antigen) (Lymphocyte activation antigen 4F2 large subunit) (Solute carrier family 3 member 2) (CD antigen CD98)	receptor,transporter	WP4313: Ferroptosis	HMDB0001043	Arachidonic acid	Lipids and lipid-like molecules	Arachidonic Acid Metabolism; alpha-Linolenic acid metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	36793241	MetaChatDB
