,Metabolite,Sensor,Metabolite.Pathway,Sensor.Pathway,Metabolite.Names,Long.Range.Channel
1676,HMDB0012238,Trem2,,WP3937: Microglia pathogen phagocytosis pathway,Iodide,"Blood,Urine"
1677,HMDB0012238,Il6st,,WP1528: Physiological and pathological hypertrophy of the heart; WP1544: MicroRNAs in cardiomyocyte hypertrophy; WP2332: Interleukin-11 signaling pathway; WP236: Adipogenesis; WP2374: Oncostatin M signaling pathway; WP2815: Mammary gland development pathway - Involution (Stage 4 of 4); WP364: IL6 signaling pathway; WP3931: Embryonic stem cell pluripotency pathways; WP4337: ncRNAs involved in STAT3 signaling in hepatocellular carcinoma; WP4538: Regulatory circuits of the STAT3 signaling pathway; WP5033: Genes associated with the development of rheumatoid arthritis; WP5036: Angiotensin II receptor type 1 pathway; WP5063: FOXP3 in COVID-19; WP5083: Neuroinflammation and glutamatergic signaling; WP5434: Pathways in cancer,Iodide,"Blood,Urine"
1678,HMDB0012238,Ncoa1,,WP138: Androgen receptor signaling pathway; WP1541: Energy metabolism; WP2034: Leptin signaling pathway; WP236: Adipogenesis; WP2873: Aryl hydrocarbon receptor pathway; WP2875: Constitutive androstane receptor pathway; WP2876: Pregnane X receptor pathway; WP2882: Nuclear receptors meta-pathway; WP364: IL6 signaling pathway; WP4262: Breast cancer pathway; WP5434: Pathways in cancer,Iodide,"Blood,Urine"
1679,HMDB0012238,Ptprs,,,Iodide,"Blood,Urine"
1680,HMDB0012238,Ptpn3,,,Iodide,"Blood,Urine"
1681,HMDB0012238,Nr4a2,,WP170: Nuclear receptors; WP2355: Corticotropin-releasing hormone signaling pathway; WP2855: Dopaminergic neurogenesis; WP3888: VEGFA-VEGFR2 signaling; WP5417: Cell lineage map for neuronal differentiation,Iodide,"Blood,Urine"
1682,HMDB0012238,Ppard,,WP1541: Energy metabolism; WP170: Nuclear receptors; WP236: Adipogenesis; WP2858: Ectoderm differentiation; WP2877: Vitamin D receptor pathway; WP2882: Nuclear receptors meta-pathway; WP2884: NRF2 pathway; WP299: Nuclear receptors in lipid metabolism and toxicity; WP3658: Wnt/beta-catenin signaling pathway in leukemia; WP3942: PPAR signaling pathway; WP399: Wnt signaling pathway and pluripotency; WP4030: SCFA and skeletal muscle substrate metabolism; WP4719: Eicosanoid metabolism via cyclooxygenases (COX); WP4721: Eicosanoid metabolism via lipooxygenases (LOX); WP5273: Effect of intestinal microbiome on anticoagulant response of vitamin K antagonists; WP5293: Acute myeloid leukemia; WP5434: Pathways in cancer,Iodide,"Blood,Urine"
1683,HMDB0012238,Esrra,,WP1541: Energy metabolism; WP170: Nuclear receptors; WP3527: Pre-implantation embryo; WP391: Mitochondrial gene expression; WP5318: Female steroid hormones in cardiomyocyte energy metabolism,Iodide,"Blood,Urine"
1684,HMDB0012238,Adora2a,,"WP117: GPCRs, other; WP3591: Sleep regulation; WP3594: Circadian rhythm genes; WP3869: Cannabinoid receptor signaling; WP4222: Phosphodiesterases in neuronal function; WP455: GPCRs, class A rhodopsin-like; WP4900: Purinergic signaling; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP; WP727: Monoamine transport; WP80: Nucleotide GPCRs",Iodide,"Blood,Urine"
1685,HMDB0012238,Pparg,,"WP1403: AMP-activated protein kinase signaling; WP1541: Energy metabolism; WP170: Nuclear receptors; WP1982: Sterol regulatory element-binding proteins (SREBP) signaling; WP2011: SREBF and miR33 in cholesterol and lipid homeostasis; WP236: Adipogenesis; WP2456: HIF1A and PPARG regulation of glycolysis; WP2875: Constitutive androstane receptor pathway; WP2876: Pregnane X receptor pathway; WP2879: Farnesoid X receptor pathway; WP2882: Nuclear receptors meta-pathway; WP2895: Differentiation of white and brown adipocyte; WP299: Nuclear receptors in lipid metabolism and toxicity; WP3407: FTO obesity variant mechanism; WP3594: Circadian rhythm genes; WP3599: Transcription factor regulation in adipogenesis; WP363: Wnt signaling pathway; WP3630: NAD metabolism, sirtuins and aging; WP3850: Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling; WP391: Mitochondrial gene expression; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP3942: PPAR signaling pathway; WP4149: White fat cell differentiation; WP4191: Caloric restriction and aging; WP4211: Transcriptional cascade regulating adipogenesis; WP4321: Thermogenesis; WP4659: Gastrin signaling pathway; WP4719: Eicosanoid metabolism via cyclooxygenases (COX); WP4720: Eicosanoid metabolism via cytochrome P450 monooxygenases pathway; WP4746: Thyroid hormones production and peripheral downstream signaling effects; WP4787: Osteoblast differentiation and related diseases; WP4844: Influence of laminopathies on Wnt signaling; WP4879: Overlap between signal transduction pathways contributing to LMNA laminopathies; WP4949: 16p11.2 proximal deletion syndrome; WP4970: Galanin receptor pathway; WP5066: FOXA2 pathway; WP5087: Pleural mesothelioma; WP5102: Familial partial lipodystrophy; WP5103: Progeria-associated lipodystrophy; WP5231: Hippocampal synaptogenesis and neurogenesis; WP5294: Sildenafil treatment; WP5318: Female steroid hormones in cardiomyocyte energy metabolism; WP5342: Pathophysiological roles of DUX4 in FSHD1; WP5402: 10q22q23 copy number variation; WP5434: Pathways in cancer; WP706: Sudden infant death syndrome (SIDS) susceptibility pathways; WP98: Prostaglandin synthesis and regulation",Iodide,"Blood,Urine"
1686,HMDB0012238,Slc5a8,,WP2882: Nuclear receptors meta-pathway; WP2884: NRF2 pathway; WP4917: Proximal tubule transport,Iodide,"Blood,Urine"
1687,HMDB0012238,Sort1,,WP2380: Brain-derived neurotrophic factor (BDNF) signaling pathway; WP4565: Neural crest cell migration in cancer; WP5304: Cholesterol metabolism; WP5323: Fatty acids and lipoproteins transport in hepatocytes,Iodide,"Blood,Urine"
1688,HMDB0012238,Grm3,,"WP4685: Melanoma; WP501: GPCRs, class C metabotropic glutamate, pheromone; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP",Iodide,"Blood,Urine"
1689,HMDB0012238,Antxr2,,,Iodide,"Blood,Urine"
1690,HMDB0012378,Npc1l1,,WP5273: Effect of intestinal microbiome on anticoagulant response of vitamin K antagonists; WP5304: Cholesterol metabolism; WP5333: Enterocyte cholesterol metabolism; WP716: Vitamin A and carotenoid metabolism,PS(18:0/18:0),Blood
1691,HMDB0014118,Nrp1,,WP4846: SARS-CoV-2 and COVID-19 pathway; WP5065: SARS-CoV-2 altering angiogenesis via NRP1; WP5144: NRP1-triggered signaling pathways in pancreatic cancer ; WP5145: COVID-19 structural coverage map; WP5284: Cell interactions of the pancreatic cancer microenvironment,Trifluoroacetic acid,"Blood,Urine"
1692,HMDB0014118,Ncor1,,WP138: Androgen receptor signaling pathway; WP236: Adipogenesis; WP34: Ovarian infertility; WP3584: MECP2 and associated Rett syndrome; WP3594: Circadian rhythm genes; WP3651: Pathways affected in adenoid cystic carcinoma; WP4312: Rett syndrome; WP4657: 22q11.2 copy number variation syndrome; WP61: Notch signaling pathway,Trifluoroacetic acid,"Blood,Urine"
1693,HMDB0014420,Agtr1b,,,Olmesartan,"Blood,Urine"
1694,HMDB0014437,Gabrb3,,WP2380: Brain-derived neurotrophic factor (BDNF) signaling pathway; WP3998: Prader-Willi and Angelman syndrome; WP4159: GABA receptor signaling; WP4829: mBDNF and proBDNF regulation of GABA neurotransmission; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP,Etomidate,"Blood,Urine"
1695,HMDB0014437,Gabra1,,WP3947: Serotonin and anxiety; WP4159: GABA receptor signaling; WP4549: Fragile X syndrome; WP4829: mBDNF and proBDNF regulation of GABA neurotransmission; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP; WP706: Sudden infant death syndrome (SIDS) susceptibility pathways,Etomidate,"Blood,Urine"
1696,HMDB0014437,GABRG2,,WP3998: Prader-Willi and Angelman syndrome; WP4148: Splicing factor NOVA regulated synaptic proteins; WP4159: GABA receptor signaling; WP4549: Fragile X syndrome; WP4829: mBDNF and proBDNF regulation of GABA neurotransmission; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP,Etomidate,"Blood,Urine"
1697,HMDB0014440,Oprm1,,"WP24: Peptide GPCRs; WP455: GPCRs, class A rhodopsin-like; WP5093: Opioid receptor pathways; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP",Morphine,"Blood,Urine"
1698,HMDB0014452,Rxra,,"WP1531: Vitamin D metabolism; WP1541: Energy metabolism; WP170: Nuclear receptors; WP236: Adipogenesis; WP2874: Liver X receptor pathway; WP2875: Constitutive androstane receptor pathway; WP2876: Pregnane X receptor pathway; WP2877: Vitamin D receptor pathway; WP2878: PPAR-alpha pathway; WP2879: Farnesoid X receptor pathway; WP2880: Glucocorticoid receptor pathway; WP2882: Nuclear receptors meta-pathway; WP2884: NRF2 pathway; WP3599: Transcription factor regulation in adipogenesis; WP3915: Angiopoietin-like protein 8 regulatory pathway; WP3942: PPAR signaling pathway; WP3995: Prion disease pathway; WP4141: PI3K/AKT/mTOR - vitamin D3 signaling; WP4255: Non-small cell lung cancer; WP4341: Non-genomic actions of 1,25 dihydroxyvitamin D3; WP4342: Vitamins A and D - action mechanisms; WP4396: Nonalcoholic fatty liver disease; WP4482: Vitamin D in inflammatory diseases; WP4658: Small cell lung cancer; WP4698: Vitamin D-sensitive calcium signaling in depression; WP4746: Thyroid hormones production and peripheral downstream signaling effects; WP5113: Antiviral and anti-inflammatory effects of Nrf2 on SARS-CoV-2 pathway; WP5130: Th17 cell differentiation pathway; WP5238: Cholestasis; WP5351: Kleefstra syndrome; WP5397: Vitamin A1 and A5/X pathways; WP5434: Pathways in cancer; WP716: Vitamin A and carotenoid metabolism",Bexarotene,"Blood,Urine"
1699,HMDB0014462,Egfr,,"WP138: Androgen receptor signaling pathway; WP2261: Glioblastoma signaling pathways; WP2324: AGE/RAGE pathway; WP2363: Gastric cancer network 2; WP2431: Spinal cord injury; WP2586: Aryl hydrocarbon receptor pathway; WP2643: Nanoparticle-mediated activation of receptor signaling; WP2817: Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4); WP2828: Bladder cancer; WP2840: Hair follicle development: cytodifferentiation - part 3 of 3; WP2868: TCA cycle nutrient use and invasiveness of ovarian cancer; WP2870: Extracellular vesicle-mediated signaling in recipient cells; WP2873: Aryl hydrocarbon receptor pathway; WP2882: Nuclear receptors meta-pathway; WP306: Focal adhesion; WP3303: RAC1/PAK1/p38/MMP2 pathway; WP3611: Photodynamic therapy-induced AP-1 survival signaling; WP3680: Physico-chemical features and toxicity-associated pathways; WP382: MAPK signaling pathway; WP3853: ERK pathway in Huntington's disease; WP3873: RIOK1 and RIOK2 in EGFR- and PI3K-mediated tumorigenesis; WP3927: BMP signaling in eyelid development; WP3931: Embryonic stem cell pluripotency pathways; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP4018: Clear cell renal cell carcinoma pathways; WP4155: Endometrial cancer; WP4172: PI3K-Akt signaling pathway; WP4217: Ebola virus infection in host; WP4223: Ras signaling; WP4255: Non-small cell lung cancer; WP4262: Breast cancer pathway; WP4263: Pancreatic adenocarcinoma pathway; WP4300: Extracellular vesicles in the crosstalk of cardiac cells; WP437: EGF/EGFR signaling pathway; WP4483: Relationship between inflammation, COX-2 and EGFR; WP4538: Regulatory circuits of the STAT3 signaling pathway; WP4540: Hippo signaling regulation pathways; WP4541: Hippo-Merlin signaling dysregulation; WP4657: 22q11.2 copy number variation syndrome; WP4659: Gastrin signaling pathway; WP4674: Head and neck squamous cell carcinoma; WP4806: EGFR tyrosine kinase inhibitor resistance; WP5087: Pleural mesothelioma; WP51: Regulation of actin cytoskeleton; WP5144: NRP1-triggered signaling pathways in pancreatic cancer ; WP5158: Urotensin-II-mediated signaling pathway; WP5224: 2q37 copy number variation syndrome; WP5300: TROP2 regulatory signaling; WP5362: TAR syndrome; WP5366: NF1 copy number variation syndrome ; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP; WP5426: HDAC6 interactions in the central nervous system; WP5434: Pathways in cancer; WP673: ErbB signaling pathway",Gefitinib,"Blood,Urine"
1700,HMDB0014465,Htr1b,,"WP455: GPCRs, class A rhodopsin-like; WP58: Monoamine GPCRs; WP722: Serotonin HTR1 group and FOS pathway",Dihydroergotamine,"Blood,Urine"
1701,HMDB0014473,Pparg,,"WP1403: AMP-activated protein kinase signaling; WP1541: Energy metabolism; WP170: Nuclear receptors; WP1982: Sterol regulatory element-binding proteins (SREBP) signaling; WP2011: SREBF and miR33 in cholesterol and lipid homeostasis; WP236: Adipogenesis; WP2456: HIF1A and PPARG regulation of glycolysis; WP2875: Constitutive androstane receptor pathway; WP2876: Pregnane X receptor pathway; WP2879: Farnesoid X receptor pathway; WP2882: Nuclear receptors meta-pathway; WP2895: Differentiation of white and brown adipocyte; WP299: Nuclear receptors in lipid metabolism and toxicity; WP3407: FTO obesity variant mechanism; WP3594: Circadian rhythm genes; WP3599: Transcription factor regulation in adipogenesis; WP363: Wnt signaling pathway; WP3630: NAD metabolism, sirtuins and aging; WP3850: Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling; WP391: Mitochondrial gene expression; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP3942: PPAR signaling pathway; WP4149: White fat cell differentiation; WP4191: Caloric restriction and aging; WP4211: Transcriptional cascade regulating adipogenesis; WP4321: Thermogenesis; WP4659: Gastrin signaling pathway; WP4719: Eicosanoid metabolism via cyclooxygenases (COX); WP4720: Eicosanoid metabolism via cytochrome P450 monooxygenases pathway; WP4746: Thyroid hormones production and peripheral downstream signaling effects; WP4787: Osteoblast differentiation and related diseases; WP4844: Influence of laminopathies on Wnt signaling; WP4879: Overlap between signal transduction pathways contributing to LMNA laminopathies; WP4949: 16p11.2 proximal deletion syndrome; WP4970: Galanin receptor pathway; WP5066: FOXA2 pathway; WP5087: Pleural mesothelioma; WP5102: Familial partial lipodystrophy; WP5103: Progeria-associated lipodystrophy; WP5231: Hippocampal synaptogenesis and neurogenesis; WP5294: Sildenafil treatment; WP5318: Female steroid hormones in cardiomyocyte energy metabolism; WP5342: Pathophysiological roles of DUX4 in FSHD1; WP5402: 10q22q23 copy number variation; WP5434: Pathways in cancer; WP706: Sudden infant death syndrome (SIDS) susceptibility pathways; WP98: Prostaglandin synthesis and regulation",Indomethacin,"Blood,Urine"
1702,HMDB0014487,Slc22a1,,WP4917: Proximal tubule transport; WP5238: Cholestasis; WP5362: TAR syndrome,Diltiazem,"Blood,Feces,Urine"
