,Metabolite,Sensor,Metabolite.Pathway,Sensor.Pathway,Metabolite.Names,Long.Range.Channel
2091,HMDB0251245,PPARG,,"WP1403: AMP-activated protein kinase signaling; WP1541: Energy metabolism; WP170: Nuclear receptors; WP1982: Sterol regulatory element-binding proteins (SREBP) signaling; WP2011: SREBF and miR33 in cholesterol and lipid homeostasis; WP236: Adipogenesis; WP2456: HIF1A and PPARG regulation of glycolysis; WP2875: Constitutive androstane receptor pathway; WP2876: Pregnane X receptor pathway; WP2879: Farnesoid X receptor pathway; WP2882: Nuclear receptors meta-pathway; WP2895: Differentiation of white and brown adipocyte; WP299: Nuclear receptors in lipid metabolism and toxicity; WP3407: FTO obesity variant mechanism; WP3594: Circadian rhythm genes; WP3599: Transcription factor regulation in adipogenesis; WP363: Wnt signaling pathway; WP3630: NAD metabolism, sirtuins and aging; WP3850: Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling; WP391: Mitochondrial gene expression; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP3942: PPAR signaling pathway; WP4149: White fat cell differentiation; WP4191: Caloric restriction and aging; WP4211: Transcriptional cascade regulating adipogenesis; WP4321: Thermogenesis; WP4659: Gastrin signaling pathway; WP4719: Eicosanoid metabolism via cyclooxygenases (COX); WP4720: Eicosanoid metabolism via cytochrome P450 monooxygenases pathway; WP4746: Thyroid hormones production and peripheral downstream signaling effects; WP4787: Osteoblast differentiation and related diseases; WP4844: Influence of laminopathies on Wnt signaling; WP4879: Overlap between signal transduction pathways contributing to LMNA laminopathies; WP4949: 16p11.2 proximal deletion syndrome; WP4970: Galanin receptor pathway; WP5066: FOXA2 pathway; WP5087: Pleural mesothelioma; WP5102: Familial partial lipodystrophy; WP5103: Progeria-associated lipodystrophy; WP5231: Hippocampal synaptogenesis and neurogenesis; WP5294: Sildenafil treatment; WP5318: Female steroid hormones in cardiomyocyte energy metabolism; WP5342: Pathophysiological roles of DUX4 in FSHD1; WP5402: 10q22q23 copy number variation; WP5434: Pathways in cancer; WP706: Sudden infant death syndrome (SIDS) susceptibility pathways; WP98: Prostaglandin synthesis and regulation",DI(Hydroxyethyl)ether,Blood
2092,HMDB0251245,NCOA1,,WP138: Androgen receptor signaling pathway; WP1541: Energy metabolism; WP2034: Leptin signaling pathway; WP236: Adipogenesis; WP2873: Aryl hydrocarbon receptor pathway; WP2875: Constitutive androstane receptor pathway; WP2876: Pregnane X receptor pathway; WP2882: Nuclear receptors meta-pathway; WP364: IL6 signaling pathway; WP4262: Breast cancer pathway; WP5434: Pathways in cancer,DI(Hydroxyethyl)ether,Blood
2093,HMDB0251245,OXTR,,"WP24: Peptide GPCRs; WP2889: Oxytocin signaling; WP289: Myometrial relaxation and contraction pathways; WP3591: Sleep regulation; WP455: GPCRs, class A rhodopsin-like; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP",DI(Hydroxyethyl)ether,Blood
2094,HMDB0251245,HTR2A,,"WP117: GPCRs, other; WP3591: Sleep regulation; WP3944: Serotonin and anxiety-related events; WP3947: Serotonin and anxiety; WP455: GPCRs, class A rhodopsin-like; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP; WP58: Monoamine GPCRs; WP706: Sudden infant death syndrome (SIDS) susceptibility pathways; WP722: Serotonin HTR1 group and FOS pathway; WP732: Serotonin receptor 2 and ELK-SRF/GATA4 signaling",DI(Hydroxyethyl)ether,Blood
2095,HMDB0251245,ADRA2A,,"WP455: GPCRs, class A rhodopsin-like; WP4589: Major receptors targeted by epinephrine and norepinephrine; WP5417: Cell lineage map for neuronal differentiation; WP58: Monoamine GPCRs",DI(Hydroxyethyl)ether,Blood
2096,HMDB0251245,ITGB1,,WP185: Integrin-mediated cell adhesion; WP2037: Prolactin signaling pathway; WP2064: Neural crest differentiation; WP2118: Arrhythmogenic right ventricular cardiomyopathy; WP2272: Pathogenic Escherichia coli infection; WP2572: Primary focal segmental glomerulosclerosis (FSGS); WP2643: Nanoparticle-mediated activation of receptor signaling; WP2813: Mammary gland development pathway - Embryonic development (Stage 1 of 4); WP2839: Hair follicle development: organogenesis - part 2 of 3; WP306: Focal adhesion; WP313: Hepatocyte growth factor receptor signaling; WP3303: RAC1/PAK1/p38/MMP2 pathway; WP366: TGF-beta signaling pathway; WP3850: Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling; WP3888: VEGFA-VEGFR2 signaling; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP4172: PI3K-Akt signaling pathway; WP4217: Ebola virus infection in host; WP4493: Cells and molecules involved in local acute inflammatory response ; WP4534: Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms; WP4541: Hippo-Merlin signaling dysregulation; WP4658: Small cell lung cancer; WP4659: Gastrin signaling pathway; WP4823: Genes controlling nephrogenesis; WP5053: Development of ureteric collection system; WP5087: Pleural mesothelioma; WP5300: TROP2 regulatory signaling; WP5348: 11p11.2 copy number variation syndrome ; WP5353: Macrophage-stimulating protein (MSP) signaling network map; WP5362: TAR syndrome; WP5417: Cell lineage map for neuronal differentiation; WP5434: Pathways in cancer,DI(Hydroxyethyl)ether,Blood
2097,HMDB0251245,CYTH3,,WP481: Insulin signaling; WP5224: 2q37 copy number variation syndrome,DI(Hydroxyethyl)ether,Blood
2098,HMDB0251245,ESR1,,"WP170: Nuclear receptors; WP2034: Leptin signaling pathway; WP2586: Aryl hydrocarbon receptor pathway; WP2814: Mammary gland development pathway - Puberty (Stage 2 of 4); WP2817: Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4); WP2881: Estrogen receptor pathway; WP2882: Nuclear receptors meta-pathway; WP4262: Breast cancer pathway; WP4483: Relationship between inflammation, COX-2 and EGFR; WP4545: Oxysterols derived from cholesterol; WP4673: Male infertility; WP4949: 16p11.2 proximal deletion syndrome; WP5235: Estradiol regulation in porto-sinusoidal vascular disease; WP5269: Genetic causes of porto-sinusoidal vascular disease; WP5316: Primary ovarian insufficiency; WP5318: Female steroid hormones in cardiomyocyte energy metabolism; WP5345: 1p36 copy number variation syndrome; WP5368: Sulfatase and aromatase pathway; WP5434: Pathways in cancer; WP712: Estrogen signaling pathway",DI(Hydroxyethyl)ether,Blood
2099,HMDB0251245,EPHA2,,WP2882: Nuclear receptors meta-pathway; WP2884: NRF2 pathway; WP3888: VEGFA-VEGFR2 signaling; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP4172: PI3K-Akt signaling pathway; WP4223: Ras signaling; WP4540: Hippo signaling regulation pathways; WP4541: Hippo-Merlin signaling dysregulation; WP5087: Pleural mesothelioma,DI(Hydroxyethyl)ether,Blood
2100,HMDB0251245,TACR1,,WP24: Peptide GPCRs; WP2431: Spinal cord injury; WP706: Sudden infant death syndrome (SIDS) susceptibility pathways,DI(Hydroxyethyl)ether,Blood
2101,HMDB0251245,HCAR2,,,DI(Hydroxyethyl)ether,Blood
2102,HMDB0251245,LEPR,,WP1403: AMP-activated protein kinase signaling; WP2034: Leptin signaling pathway; WP3934: Leptin and adiponectin; WP3935: Leptin-insulin signaling overlap; WP4396: Nonalcoholic fatty liver disease; WP5400: 6q16 copy number variation,DI(Hydroxyethyl)ether,Blood
2103,HMDB0251245,DRD4,,"WP117: GPCRs, other; WP1602: Nicotine effect on dopaminergic neurons; WP2636: Common pathways underlying drug addiction; WP3594: Circadian rhythm genes; WP455: GPCRs, class A rhodopsin-like; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP; WP58: Monoamine GPCRs",DI(Hydroxyethyl)ether,Blood
2104,HMDB0251245,GPR52,,"WP455: GPCRs, class A rhodopsin-like",DI(Hydroxyethyl)ether,Blood
2105,HMDB0251245,PDGFRA,,WP1539: Angiogenesis; WP2261: Glioblastoma signaling pathways; WP2328: Allograft rejection; WP2406: Cardiac progenitor differentiation; WP2839: Hair follicle development: organogenesis - part 2 of 3; WP306: Focal adhesion; WP322: Osteoblast signaling; WP3611: Photodynamic therapy-induced AP-1 survival signaling; WP3640: Imatinib and chronic myeloid leukemia; WP3931: Embryonic stem cell pluripotency pathways; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP4018: Clear cell renal cell carcinoma pathways; WP4172: PI3K-Akt signaling pathway; WP4223: Ras signaling; WP4538: Regulatory circuits of the STAT3 signaling pathway; WP4540: Hippo signaling regulation pathways; WP4541: Hippo-Merlin signaling dysregulation; WP4806: EGFR tyrosine kinase inhibitor resistance; WP5087: Pleural mesothelioma; WP51: Regulation of actin cytoskeleton; WP5353: Macrophage-stimulating protein (MSP) signaling network map; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP; WP5434: Pathways in cancer,DI(Hydroxyethyl)ether,Blood
2106,HMDB0251245,ADORA2A,,"WP117: GPCRs, other; WP3591: Sleep regulation; WP3594: Circadian rhythm genes; WP3869: Cannabinoid receptor signaling; WP4222: Phosphodiesterases in neuronal function; WP455: GPCRs, class A rhodopsin-like; WP4900: Purinergic signaling; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP; WP727: Monoamine transport; WP80: Nucleotide GPCRs",DI(Hydroxyethyl)ether,Blood
2107,HMDB0251245,FCGR3A,,WP2806: Complement system; WP5092: Interactions of natural killer cells in pancreatic cancer,DI(Hydroxyethyl)ether,Blood
2108,HMDB0251245,CD3G,,WP4585: Cancer immunotherapy by PD-1 blockade; WP4630: Measles virus infection; WP4884: Pathogenesis of SARS-CoV-2 mediated by nsp9-nsp10 complex; WP5072: Modulators of TCR signaling and T cell activation; WP5098: T-cell activation SARS-CoV-2; WP5115: Network map of SARS-CoV-2 signaling pathway; WP5130: Th17 cell differentiation pathway; WP69: T-cell receptor signaling pathway,DI(Hydroxyethyl)ether,Blood
2109,HMDB0251245,IL7R,,WP205: IL-7 signaling pathway; WP2203: Thymic stromal lymphopoietin (TSLP) signaling pathway; WP2864: Apoptosis-related network due to altered Notch3 in ovarian cancer; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP4172: PI3K-Akt signaling pathway; WP4538: Regulatory circuits of the STAT3 signaling pathway; WP5063: FOXP3 in COVID-19; WP5434: Pathways in cancer,DI(Hydroxyethyl)ether,Blood
2110,HMDB0251245,ERBB4,,WP2813: Mammary gland development pathway - Embryonic development (Stage 1 of 4); WP2817: Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4); WP3297: EV release from cardiac cells and their functional effects; WP3680: Physico-chemical features and toxicity-associated pathways; WP4685: Melanoma; WP5402: 10q22q23 copy number variation; WP673: ErbB signaling pathway,DI(Hydroxyethyl)ether,Blood
2111,HMDB0251245,DRD2,,"WP1602: Nicotine effect on dopaminergic neurons; WP2636: Common pathways underlying drug addiction; WP3591: Sleep regulation; WP3594: Circadian rhythm genes; WP4222: Phosphodiesterases in neuronal function; WP455: GPCRs, class A rhodopsin-like; WP4657: 22q11.2 copy number variation syndrome; WP5380: 5q35 copy number variation; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP; WP58: Monoamine GPCRs",DI(Hydroxyethyl)ether,Blood
2112,HMDB0251245,HTR2B,,"WP455: GPCRs, class A rhodopsin-like; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP; WP58: Monoamine GPCRs; WP732: Serotonin receptor 2 and ELK-SRF/GATA4 signaling",DI(Hydroxyethyl)ether,Blood
2113,HMDB0251245,NRP1,,WP4846: SARS-CoV-2 and COVID-19 pathway; WP5065: SARS-CoV-2 altering angiogenesis via NRP1; WP5144: NRP1-triggered signaling pathways in pancreatic cancer ; WP5145: COVID-19 structural coverage map; WP5284: Cell interactions of the pancreatic cancer microenvironment,DI(Hydroxyethyl)ether,Blood
2114,HMDB0251245,NR4A2,,WP170: Nuclear receptors; WP2355: Corticotropin-releasing hormone signaling pathway; WP2855: Dopaminergic neurogenesis; WP3888: VEGFA-VEGFR2 signaling; WP5417: Cell lineage map for neuronal differentiation,DI(Hydroxyethyl)ether,Blood
2115,HMDB0251245,CD300LF,,,DI(Hydroxyethyl)ether,Blood
2116,HMDB0251245,FGFR1,,WP2064: Neural crest differentiation; WP2261: Glioblastoma signaling pathways; WP2857: Mesodermal commitment pathway; WP382: MAPK signaling pathway; WP3931: Embryonic stem cell pluripotency pathways; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP3995: Prion disease pathway; WP4155: Endometrial cancer; WP4172: PI3K-Akt signaling pathway; WP4223: Ras signaling; WP4262: Breast cancer pathway; WP4321: Thermogenesis; WP4540: Hippo signaling regulation pathways; WP4541: Hippo-Merlin signaling dysregulation; WP4657: 22q11.2 copy number variation syndrome; WP4674: Head and neck squamous cell carcinoma; WP474: Endochondral ossification; WP4746: Thyroid hormones production and peripheral downstream signaling effects; WP4787: Osteoblast differentiation and related diseases; WP4808: Endochondral ossification with skeletal dysplasias; WP5055: Burn wound healing; WP5074: Kallmann syndrome; WP5087: Pleural mesothelioma; WP51: Regulation of actin cytoskeleton; WP5312: Metabolic pathways of fibroblasts; WP5353: Macrophage-stimulating protein (MSP) signaling network map; WP5373: Osteoarthritic chondrocyte hypertrophy; WP5434: Pathways in cancer,DI(Hydroxyethyl)ether,Blood
2117,HMDB0251245,DDR1,,WP3670: Interactions between LOXL4 and oxidative stress pathway,DI(Hydroxyethyl)ether,Blood
2118,HMDB0251245,VIPR1,,"WP334: GPCRs, class B secretin-like; WP706: Sudden infant death syndrome (SIDS) susceptibility pathways",DI(Hydroxyethyl)ether,Blood
2119,HMDB0251245,TRBC1,,WP5078: T cell modulation in pancreatic cancer,DI(Hydroxyethyl)ether,Blood
2120,HMDB0251245,GNRHR,,"WP117: GPCRs, other; WP24: Peptide GPCRs; WP5362: TAR syndrome",DI(Hydroxyethyl)ether,Blood
2121,HMDB0251245,SELL,,WP2806: Complement system; WP5218: Extrafollicular and follicular B cell activation by SARS-CoV-2,DI(Hydroxyethyl)ether,Blood
2122,HMDB0251245,TRGV4,,,DI(Hydroxyethyl)ether,Blood
2123,HMDB0251245,PPARD,,WP1541: Energy metabolism; WP170: Nuclear receptors; WP236: Adipogenesis; WP2858: Ectoderm differentiation; WP2877: Vitamin D receptor pathway; WP2882: Nuclear receptors meta-pathway; WP2884: NRF2 pathway; WP299: Nuclear receptors in lipid metabolism and toxicity; WP3658: Wnt/beta-catenin signaling pathway in leukemia; WP3942: PPAR signaling pathway; WP399: Wnt signaling pathway and pluripotency; WP4030: SCFA and skeletal muscle substrate metabolism; WP4719: Eicosanoid metabolism via cyclooxygenases (COX); WP4721: Eicosanoid metabolism via lipooxygenases (LOX); WP5273: Effect of intestinal microbiome on anticoagulant response of vitamin K antagonists; WP5293: Acute myeloid leukemia; WP5434: Pathways in cancer,DI(Hydroxyethyl)ether,Blood
2124,HMDB0251245,CD44,,WP3646: Hepatitis C and hepatocellular carcinoma; WP399: Wnt signaling pathway and pluripotency; WP4541: Hippo-Merlin signaling dysregulation; WP4659: Gastrin signaling pathway; WP5087: Pleural mesothelioma,DI(Hydroxyethyl)ether,Blood
2125,HMDB0251245,MRC1,,,DI(Hydroxyethyl)ether,Blood
2126,HMDB0251245,TYROBP,,WP3937: Microglia pathogen phagocytosis pathway; WP3945: TYROBP causal network in microglia; WP4136: Fibrin complement receptor 3 signaling pathway,DI(Hydroxyethyl)ether,Blood
2127,HMDB0251245,ITGAM,,WP185: Integrin-mediated cell adhesion; WP2877: Vitamin D receptor pathway; WP3937: Microglia pathogen phagocytosis pathway; WP3945: TYROBP causal network in microglia; WP4136: Fibrin complement receptor 3 signaling pathway; WP4541: Hippo-Merlin signaling dysregulation; WP5090: Complement system in neuronal development and plasticity; WP5293: Acute myeloid leukemia,DI(Hydroxyethyl)ether,Blood
2128,HMDB0251245,HTR2C,,"WP3944: Serotonin and anxiety-related events; WP3947: Serotonin and anxiety; WP3998: Prader-Willi and Angelman syndrome; WP455: GPCRs, class A rhodopsin-like; WP58: Monoamine GPCRs; WP732: Serotonin receptor 2 and ELK-SRF/GATA4 signaling",DI(Hydroxyethyl)ether,Blood
2129,HMDB0251245,RXRA,,"WP1531: Vitamin D metabolism; WP1541: Energy metabolism; WP170: Nuclear receptors; WP236: Adipogenesis; WP2874: Liver X receptor pathway; WP2875: Constitutive androstane receptor pathway; WP2876: Pregnane X receptor pathway; WP2877: Vitamin D receptor pathway; WP2878: PPAR-alpha pathway; WP2879: Farnesoid X receptor pathway; WP2880: Glucocorticoid receptor pathway; WP2882: Nuclear receptors meta-pathway; WP2884: NRF2 pathway; WP3599: Transcription factor regulation in adipogenesis; WP3915: Angiopoietin-like protein 8 regulatory pathway; WP3942: PPAR signaling pathway; WP3995: Prion disease pathway; WP4141: PI3K/AKT/mTOR - vitamin D3 signaling; WP4255: Non-small cell lung cancer; WP4341: Non-genomic actions of 1,25 dihydroxyvitamin D3; WP4342: Vitamins A and D - action mechanisms; WP4396: Nonalcoholic fatty liver disease; WP4482: Vitamin D in inflammatory diseases; WP4658: Small cell lung cancer; WP4698: Vitamin D-sensitive calcium signaling in depression; WP4746: Thyroid hormones production and peripheral downstream signaling effects; WP5113: Antiviral and anti-inflammatory effects of Nrf2 on SARS-CoV-2 pathway; WP5130: Th17 cell differentiation pathway; WP5238: Cholestasis; WP5351: Kleefstra syndrome; WP5397: Vitamin A1 and A5/X pathways; WP5434: Pathways in cancer; WP716: Vitamin A and carotenoid metabolism",DI(Hydroxyethyl)ether,Blood
2130,HMDB0251245,EPOR,,WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP4172: PI3K-Akt signaling pathway; WP5358: JAK-STAT signaling in the regulation of beta cells; WP5434: Pathways in cancer; WP581: EPO receptor signaling,DI(Hydroxyethyl)ether,Blood
2131,HMDB0251245,CNR1,,"WP117: GPCRs, other; WP2380: Brain-derived neurotrophic factor (BDNF) signaling pathway; WP247: Small ligand GPCRs; WP3679: Cell-type dependent selectivity of CCK2R signaling; WP3869: Cannabinoid receptor signaling; WP4321: Thermogenesis; WP4549: Fragile X syndrome; WP455: GPCRs, class A rhodopsin-like; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP",DI(Hydroxyethyl)ether,Blood
2132,HMDB0251245,KLRK1,,WP5092: Interactions of natural killer cells in pancreatic cancer,DI(Hydroxyethyl)ether,Blood
2133,HMDB0251245,CNR2,,"WP247: Small ligand GPCRs; WP3869: Cannabinoid receptor signaling; WP455: GPCRs, class A rhodopsin-like; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP",DI(Hydroxyethyl)ether,Blood
2134,HMDB0251245,ADGRL3,,"WP117: GPCRs, other; WP334: GPCRs, class B secretin-like; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP",DI(Hydroxyethyl)ether,Blood
2135,HMDB0251245,PTGDR2,,"WP455: GPCRs, class A rhodopsin-like; WP4719: Eicosanoid metabolism via cyclooxygenases (COX)",DI(Hydroxyethyl)ether,Blood
2136,HMDB0251245,MTNR1A,,"WP247: Small ligand GPCRs; WP3298: Melatonin metabolism and effects; WP3594: Circadian rhythm genes; WP455: GPCRs, class A rhodopsin-like",DI(Hydroxyethyl)ether,Blood
2137,HMDB0251245,OPRK1,,"WP24: Peptide GPCRs; WP3584: MECP2 and associated Rett syndrome; WP455: GPCRs, class A rhodopsin-like; WP5094: Orexin receptor pathway",DI(Hydroxyethyl)ether,Blood
2138,HMDB0251245,FCER1G,,WP3937: Microglia pathogen phagocytosis pathway,DI(Hydroxyethyl)ether,Blood
2139,HMDB0251245,GCGR,,"WP334: GPCRs, class B secretin-like",DI(Hydroxyethyl)ether,Blood
2140,HMDB0251363,SLC29A1,,WP1601: Fluoropyrimidine activity; WP3591: Sleep regulation,Dilazep,Blood
2141,HMDB0251535,GABRA5,,WP3998: Prader-Willi and Angelman syndrome; WP4159: GABA receptor signaling; WP4829: mBDNF and proBDNF regulation of GABA neurotransmission; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP,"Methyl 6,7-dimethoxy-4-ethyl-beta-carboline-3-carboxylate",Blood
2142,HMDB0251535,GABRA1,,WP3947: Serotonin and anxiety; WP4159: GABA receptor signaling; WP4549: Fragile X syndrome; WP4829: mBDNF and proBDNF regulation of GABA neurotransmission; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP; WP706: Sudden infant death syndrome (SIDS) susceptibility pathways,"Methyl 6,7-dimethoxy-4-ethyl-beta-carboline-3-carboxylate",Blood
2143,HMDB0251587,PTK2B,,WP205: IL-7 signaling pathway; WP2263: Androgen receptor network in prostate cancer; WP2374: Oncostatin M signaling pathway; WP2380: Brain-derived neurotrophic factor (BDNF) signaling pathway; WP2864: Apoptosis-related network due to altered Notch3 in ovarian cancer; WP313: Hepatocyte growth factor receptor signaling; WP3888: VEGFA-VEGFR2 signaling; WP3929: Chemokine signaling pathway; WP437: EGF/EGFR signaling pathway; WP4666: Hepatitis B infection; WP4747: Netrin-UNC5B signaling pathway; WP49: IL-2 signaling pathway; WP5097: CCL18 signaling pathway; WP5399: NPHP1 deletion syndrome; WP5412: 8q11.23 (RB1CC1) copy number variation; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP; WP5426: HDAC6 interactions in the central nervous system; WP69: T-cell receptor signaling pathway,Doramapimod,Blood
2144,HMDB0251587,EPHA3,,WP2882: Nuclear receptors meta-pathway; WP2884: NRF2 pathway; WP5347: IL-26 signaling pathways,Doramapimod,Blood
2145,HMDB0251590,ACVR2A,,WP2857: Mesodermal commitment pathway,Dorsomorphin,Blood
2146,HMDB0251597,FGFR1,,WP2064: Neural crest differentiation; WP2261: Glioblastoma signaling pathways; WP2857: Mesodermal commitment pathway; WP382: MAPK signaling pathway; WP3931: Embryonic stem cell pluripotency pathways; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP3995: Prion disease pathway; WP4155: Endometrial cancer; WP4172: PI3K-Akt signaling pathway; WP4223: Ras signaling; WP4262: Breast cancer pathway; WP4321: Thermogenesis; WP4540: Hippo signaling regulation pathways; WP4541: Hippo-Merlin signaling dysregulation; WP4657: 22q11.2 copy number variation syndrome; WP4674: Head and neck squamous cell carcinoma; WP474: Endochondral ossification; WP4746: Thyroid hormones production and peripheral downstream signaling effects; WP4787: Osteoblast differentiation and related diseases; WP4808: Endochondral ossification with skeletal dysplasias; WP5055: Burn wound healing; WP5074: Kallmann syndrome; WP5087: Pleural mesothelioma; WP51: Regulation of actin cytoskeleton; WP5312: Metabolic pathways of fibroblasts; WP5353: Macrophage-stimulating protein (MSP) signaling network map; WP5373: Osteoarthritic chondrocyte hypertrophy; WP5434: Pathways in cancer,Dovitinib,Blood
2147,HMDB0251597,FGFR4,,WP3651: Pathways affected in adenoid cystic carcinoma; WP382: MAPK signaling pathway; WP3931: Embryonic stem cell pluripotency pathways; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP4172: PI3K-Akt signaling pathway; WP4223: Ras signaling; WP4389: Bile acids synthesis and enterohepatic circulation ; WP4540: Hippo signaling regulation pathways; WP4541: Hippo-Merlin signaling dysregulation; WP4787: Osteoblast differentiation and related diseases; WP5055: Burn wound healing; WP5087: Pleural mesothelioma; WP51: Regulation of actin cytoskeleton; WP5312: Metabolic pathways of fibroblasts; WP5373: Osteoarthritic chondrocyte hypertrophy; WP5380: 5q35 copy number variation; WP5428: FGFR4 p.G388R signaling pathway; WP5434: Pathways in cancer,Dovitinib,Blood
2148,HMDB0251728,ABCB1,,WP1604: Codeine and morphine metabolism; WP2289: Drug induction of bile acid pathway; WP2328: Allograft rejection; WP2875: Constitutive androstane receptor pathway; WP2876: Pregnane X receptor pathway; WP2877: Vitamin D receptor pathway; WP2879: Farnesoid X receptor pathway; WP2882: Nuclear receptors meta-pathway; WP299: Nuclear receptors in lipid metabolism and toxicity; WP3640: Imatinib and chronic myeloid leukemia; WP3672: lncRNA-mediated mechanisms of therapeutic resistance; WP4389: Bile acids synthesis and enterohepatic circulation ; WP4673: Male infertility; WP4917: Proximal tubule transport; WP5176: Disorders of bile acid synthesis and biliary transport; WP5238: Cholestasis; WP5304: Cholesterol metabolism; WP5396: Enterohepatic circulation of bile acids,Elacridar,Blood
2149,HMDB0251903,FGFR1,,WP2064: Neural crest differentiation; WP2261: Glioblastoma signaling pathways; WP2857: Mesodermal commitment pathway; WP382: MAPK signaling pathway; WP3931: Embryonic stem cell pluripotency pathways; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP3995: Prion disease pathway; WP4155: Endometrial cancer; WP4172: PI3K-Akt signaling pathway; WP4223: Ras signaling; WP4262: Breast cancer pathway; WP4321: Thermogenesis; WP4540: Hippo signaling regulation pathways; WP4541: Hippo-Merlin signaling dysregulation; WP4657: 22q11.2 copy number variation syndrome; WP4674: Head and neck squamous cell carcinoma; WP474: Endochondral ossification; WP4746: Thyroid hormones production and peripheral downstream signaling effects; WP4787: Osteoblast differentiation and related diseases; WP4808: Endochondral ossification with skeletal dysplasias; WP5055: Burn wound healing; WP5074: Kallmann syndrome; WP5087: Pleural mesothelioma; WP51: Regulation of actin cytoskeleton; WP5312: Metabolic pathways of fibroblasts; WP5353: Macrophage-stimulating protein (MSP) signaling network map; WP5373: Osteoarthritic chondrocyte hypertrophy; WP5434: Pathways in cancer,Erdafitinib,Blood
2150,HMDB0251942,NR3C2,,WP3527: Pre-implantation embryo; WP554: ACE inhibitor pathway,Esaxerenone,Blood
2151,HMDB0252124,PPARA,,WP1541: Energy metabolism; WP170: Nuclear receptors; WP2011: SREBF and miR33 in cholesterol and lipid homeostasis; WP236: Adipogenesis; WP2878: PPAR-alpha pathway; WP2881: Estrogen receptor pathway; WP2882: Nuclear receptors meta-pathway; WP299: Nuclear receptors in lipid metabolism and toxicity; WP3594: Circadian rhythm genes; WP3942: PPAR signaling pathway; WP4396: Nonalcoholic fatty liver disease; WP4707: Aspirin and miRNAs; WP4720: Eicosanoid metabolism via cytochrome P450 monooxygenases pathway; WP4721: Eicosanoid metabolism via lipooxygenases (LOX); WP5102: Familial partial lipodystrophy; WP5273: Effect of intestinal microbiome on anticoagulant response of vitamin K antagonists; WP5318: Female steroid hormones in cardiomyocyte energy metabolism,"5,8,11,14-Eicosatetraynoic acid",Blood
2152,HMDB0252204,GRM5,,"WP2636: Common pathways underlying drug addiction; WP4224: Purine metabolism and related disorders; WP4549: Fragile X syndrome; WP4698: Vitamin D-sensitive calcium signaling in depression; WP501: GPCRs, class C metabotropic glutamate, pheromone; WP5083: Neuroinflammation and glutamatergic signaling; WP5408: 15q25 copy number variation; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP",Fenobam,Blood
2153,HMDB0252207,PPARA,,WP1541: Energy metabolism; WP170: Nuclear receptors; WP2011: SREBF and miR33 in cholesterol and lipid homeostasis; WP236: Adipogenesis; WP2878: PPAR-alpha pathway; WP2881: Estrogen receptor pathway; WP2882: Nuclear receptors meta-pathway; WP299: Nuclear receptors in lipid metabolism and toxicity; WP3594: Circadian rhythm genes; WP3942: PPAR signaling pathway; WP4396: Nonalcoholic fatty liver disease; WP4707: Aspirin and miRNAs; WP4720: Eicosanoid metabolism via cytochrome P450 monooxygenases pathway; WP4721: Eicosanoid metabolism via lipooxygenases (LOX); WP5102: Familial partial lipodystrophy; WP5273: Effect of intestinal microbiome on anticoagulant response of vitamin K antagonists; WP5318: Female steroid hormones in cardiomyocyte energy metabolism,Fenofibric acid,Blood
