met,metName,degree,keggID,hmdbID,stringsAsFactors,compartment,met_no_compartment,met_Rid,ID
HC00319[c],Malonate,3,C00383,HMDB00691,FALSE,[c],HC00319,HC00319.c.,HMDB0000691
HC00319[m],Malonate,3,C00383,HMDB00691,FALSE,[m],HC00319,HC00319.m.,HMDB0000691
arachd[l],arachidonate,3,C00219,HMDB01043,FALSE,[l],arachd,arachd.l.,HMDB0001043
hdca[l],Hexadecanoate (n-C16:0),3,C00249,HMDB00220,FALSE,[l],hdca,hdca.l.,HMDB0000220
strdnc[l],"stearidonic acid C18:4, n-3",3,C16300,HMDB06547,FALSE,[l],strdnc,strdnc.l.,HMDB0006547
lnlc[l],linoleate,3,C01595,HMDB00673,FALSE,[l],lnlc,lnlc.l.,HMDB0000673
HC01787[e],Lepidimoide,3,,,FALSE,[e],HC01787,HC01787.e.,
HC01852[c],Fibrinogen,3,C00393,,FALSE,[c],HC01852,HC01852.c.,
HC01852[e],Fibrinogen,3,C00393,,FALSE,[e],HC01852,HC01852.e.,
HC01939[c],Haptoglobin,3,,,FALSE,[c],HC01939,HC01939.c.,
HC01939[e],Haptoglobin,3,,,FALSE,[e],HC01939,HC01939.e.,
HC01942[c],Plasminogen,3,,,FALSE,[c],HC01942,HC01942.c.,
HC01942[e],Plasminogen,3,,,FALSE,[e],HC01942,HC01942.e.,
HC01943[c],Prothrombin,3,,,FALSE,[c],HC01943,HC01943.c.,
HC01943[e],Prothrombin,3,,,FALSE,[e],HC01943,HC01943.e.,
HC01944[c],ApoTransferin,3,C05780,,FALSE,[c],HC01944,HC01944.c.,
HC01944[e],ApoTransferin,3,C05780,,FALSE,[e],HC01944,HC01944.e.,
HC00005[c],ApoB100,3,,,FALSE,[c],HC00005,HC00005.c.,
thr_L[m],L-threonine,3,C00188,HMDB00167,FALSE,[m],thr_L,thr_L.m.,HMDB0000167
HC02222[m],mitoApo-ACP,3,,,FALSE,[m],HC02222,HC02222.m.,
HC00006[c],ApoC1,3,,,FALSE,[c],HC00006,HC00006.c.,
HC00007[c],ApoC2,3,,,FALSE,[c],HC00007,HC00007.c.,
HC00008[c],ApoC3,3,,,FALSE,[c],HC00008,HC00008.c.,
HC00009[c],ApoE,3,,,FALSE,[c],HC00009,HC00009.c.,
HC02108[r],4alpha-Methylzymosterol-4-carboxylate,3,,,FALSE,[r],HC02108,HC02108.r.,
HC02109[r],3-Keto-4-methylzymosterol,3,C15816,HMDB06838,FALSE,[r],HC02109,HC02109.r.,HMDB0006838
2obut[m],2-Oxobutanoate,3,C00109,HMDB00005,FALSE,[m],2obut,X2obut.m.,HMDB0000005
ocdcea[l],octadecenoate (n-C18:1),3,C00712,HMDB00207,FALSE,[l],ocdcea,ocdcea.l.,HMDB0000207
HC00822[e],Chitobiose,3,C01674,,FALSE,[e],HC00822,HC00822.e.,
btcoa[c],Butanoyl-CoA,3,C00136,HMDB01088,FALSE,[c],btcoa,btcoa.c.,HMDB0001088
HC02175[e],caprate,3,C01571,HMDB00511,FALSE,[e],HC02175,HC02175.e.,HMDB0000511
HC02176[e],laurate,3,C02679,HMDB00638,FALSE,[e],HC02176,HC02176.e.,HMDB0000638
HC02172[e],Zinc,3,C00038,HMDB01303,FALSE,[e],HC02172,HC02172.e.,HMDB0015532
coa[e],Coenzyme A,3,C00010,HMDB01423,FALSE,[e],coa,coa.e.,HMDB0001423
CE1935[c],spermine monoaldehyde,3,,,FALSE,[c],CE1935,CE1935.c.,
CE1935[e],spermine monoaldehyde,3,,,FALSE,[e],CE1935,CE1935.e.,
CE1940[c],spermidine monoaldehyde 2,3,,HMDB12135,FALSE,[c],CE1940,CE1940.c.,HMDB0012135
CE1940[e],spermidine monoaldehyde 2,3,,HMDB12135,FALSE,[e],CE1940,CE1940.e.,HMDB0012135
spmd[x],Spermidine,3,C00315,HMDB01257,FALSE,[x],spmd,spmd.x.,HMDB0001257
CE1943[e],spermidine dialdehyde,3,,,FALSE,[e],CE1943,CE1943.e.,
CE1939[c],spermidine monoaldehyde 1,3,,,FALSE,[c],CE1939,CE1939.c.,
CE1939[e],spermidine monoaldehyde 1,3,,,FALSE,[e],CE1939,CE1939.e.,
CE2866[c],"3,3'-diiodo-L-thyronine",3,,,FALSE,[c],CE2866,CE2866.c.,
maltttr[e],Maltotetraose,3,C02052,HMDB01296,FALSE,[e],maltttr,maltttr.e.,HMDB0001296
maltpt[e],maltopentaose,3,,HMDB12254,FALSE,[e],maltpt,maltpt.e.,HMDB0012254
malthx[e],Maltohexaose,3,C01936,HMDB12253,FALSE,[e],malthx,malthx.e.,HMDB0012253
CE5101[g],1-phosphatidyl-1D-myo-inositol 5-phosphate(3-),3,,,FALSE,[g],CE5101,CE5101.g.,
CE2433[m],"trans,cis,cis-2,7,10-hexadecatrienoyl-CoA",3,,,FALSE,[m],CE2433,CE2433.m.,
CE2433[x],"trans,cis,cis-2,7,10-hexadecatrienoyl-CoA",3,,,FALSE,[x],CE2433,CE2433.x.,
CE0785[m],"cis,cis-myristo-5,8-dienoyl-CoA",3,,HMDB02288,FALSE,[m],CE0785,CE0785.m.,HMDB0002288
CE2431[m],cis-deca-4-enoyl-CoA,3,,HMDB02145,FALSE,[m],CE2431,CE2431.m.,HMDB0002145
CE2435[m],"trans,cis-deca-2,4-dienoyl-CoA",3,,,FALSE,[m],CE2435,CE2435.m.,
C05279[m],"trans,cis-Lauro-2,6-dienoyl-CoA",3,C05279,HMDB11123,FALSE,[m],C05279,C05279.m.,HMDB0011123
C05279[x],"trans,cis-Lauro-2,6-dienoyl-CoA",3,C05279,HMDB11123,FALSE,[x],C05279,C05279.x.,HMDB0011123
CE4788[c],acetamidopropanal,3,C18170,HMDB12880,FALSE,[c],CE4788,CE4788.c.,HMDB0012880
CE4788[x],acetamidopropanal,3,C18170,HMDB12880,FALSE,[x],CE4788,CE4788.x.,HMDB0012880
o2[l],O2,3,C00007,HMDB01377,FALSE,[l],o2,o2.l.,HMDB0001377
C05298[c],2-Hydroxyestrone,3,C05298,HMDB00343,FALSE,[c],C05298,C05298.c.,HMDB0000343
C05301[c],2-Hydroxyestradiol-17beta,3,C05301,HMDB00338,FALSE,[c],C05301,C05301.c.,HMDB0000338
CE5250[c],"17beta-estradiol-2,3-quinone",3,,,FALSE,[c],CE5250,CE5250.c.,
CE4888[c],dopaminochrome,3,C05578,HMDB04058,FALSE,[c],CE4888,CE4888.c.,HMDB0004058
CE5252[c],"estrone-2,3-quinone",3,,HMDB12941,FALSE,[c],CE5252,CE5252.c.,HMDB0012941
xol7aone[m],7alpha-hydroxycholest-4-en-3-one,3,C05455,HMDB01993,FALSE,[m],xol7aone,xol7aone.m.,HMDB0001993
CE4990[m],12-oxo-leukotriene B4,3,C05949,HMDB04234,FALSE,[m],CE4990,CE4990.m.,HMDB0004234
CE4990[r],12-oxo-leukotriene B4,3,C05949,HMDB04234,FALSE,[r],CE4990,CE4990.r.,HMDB0004234
CE4990[x],12-oxo-leukotriene B4,3,C05949,HMDB04234,FALSE,[x],CE4990,CE4990.x.,HMDB0004234
CE3038[c],"3beta,7alpha-dihydroxy-5-cholestenoate",3,C17335,,FALSE,[c],CE3038,CE3038.c.,
CE3038[m],"3beta,7alpha-dihydroxy-5-cholestenoate",3,C17335,,FALSE,[m],CE3038,CE3038.m.,
retinal_cis_9[r],all-trans-retinal,3,C00376,HMDB01358,FALSE,[r],retinal_cis_9,retinal_cis_9.r.,HMDB0001358
retinal[r],retinal,3,C00376,HMDB01358,FALSE,[r],retinal,retinal.r.,HMDB0001358
CE1261[c],5-S-cysteinyldopa,3,,,FALSE,[c],CE1261,CE1261.c.,
CE1262[c],5-(S-L-cysteinyl)-dopaquinone,3,,,FALSE,[c],CE1262,CE1262.c.,
CE5626[c],salsolinol 1-carboxylate,3,,HMDB13068,FALSE,[c],CE5626,CE5626.c.,HMDB0013068
CE5653[c],4-oxo-9-cis-retinoate,3,,,FALSE,[c],CE5653,CE5653.c.,
CE2566[r],"5(S),6(S)-epoxy-15(R)-hydroxyeicosatetraenoate",3,,,FALSE,[r],CE2566,CE2566.r.,
C13856[c],2-Arachidonoylglycerol,3,C13856,HMDB04666,FALSE,[c],C13856,C13856.c.,HMDB0004666
C05957[r],Prostaglandin J2,3,C05957,HMDB02710,FALSE,[r],C05957,C05957.r.,HMDB0002710
C04483[c],deoxycholate,3,C04483,HMDB00626,FALSE,[c],C04483,C04483.c.,HMDB0000626
C04483[r],deoxycholate,3,C04483,HMDB00626,FALSE,[r],C04483,C04483.r.,HMDB0000626
CE1924[c],(+)-gama-tocopherol,3,,,FALSE,[c],CE1924,CE1924.c.,
CE2095[c],3-hydroxykynurenine-O-beta-D-glucoside,3,,,FALSE,[c],CE2095,CE2095.c.,
CE4633[e],hypochlorous acid,3,C19697,,FALSE,[e],CE4633,CE4633.e.,
CE5536[c],adrenochrome,3,,HMDB12884,FALSE,[c],CE5536,CE5536.c.,HMDB0012884
glcur[e],D-glucuronate,3,C00191,HMDB00127,FALSE,[e],glcur,glcur.e.,HMDB0000127
CE4872[m],"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al",3,,,FALSE,[m],CE4872,CE4872.m.,
CE7047[c],gama-tocopheroxyl radical,3,,,FALSE,[c],CE7047,CE7047.c.,
CE5125[x],(2S)-pristanoyl-CoA,3,,,FALSE,[x],CE5125,CE5125.x.,
CE6423[c],11-peroxy-docosahexaenoate,3,,,FALSE,[c],CE6423,CE6423.c.,
CE6429[c],14-peroxy-docosahexaenoate,3,,,FALSE,[c],CE6429,CE6429.c.,
CE6444[c],4-hydroperoxy-H4-neuroprostane,3,,,FALSE,[c],CE6444,CE6444.c.,
CE6445[c],7-hydroperoxy-H4-neuroprostane,3,,,FALSE,[c],CE6445,CE6445.c.,
CE6447[c],10-hydroperoxy-H4-neuroprostane,3,,,FALSE,[c],CE6447,CE6447.c.,
CE6446[c],11-hydroperoxy-H4-neuroprostane,3,,,FALSE,[c],CE6446,CE6446.c.,
CE6448[c],14-hydroperoxy-H4-neuroprostane,3,,,FALSE,[c],CE6448,CE6448.c.,
CE6449[c],13-hydroperoxy-H4-neuroprostane,3,,,FALSE,[c],CE6449,CE6449.c.,
CE6451[c],20-hydroperoxy-H4-neuroprostane,3,,,FALSE,[c],CE6451,CE6451.c.,
CE6450[c],17-hydroperoxy-H4-neuroprostane,3,,,FALSE,[c],CE6450,CE6450.c.,
C03968[c],1-alkyl-sn-glycerol 3-phosphate(1-),3,,,FALSE,[c],C03968,C03968.c.,
CE4795[x],"2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA",3,,,FALSE,[x],CE4795,CE4795.x.,
leuktrB4[m],leukotriene B4(1-),3,C02165,HMDB01085,FALSE,[m],leuktrB4,leuktrB4.m.,HMDB0001085
leuktrB4[x],leukotriene B4(1-),3,C02165,HMDB01085,FALSE,[x],leuktrB4,leuktrB4.x.,HMDB0001085
CE2053[r],20-oxo-leukotriene B4,3,,HMDB12641,FALSE,[r],CE2053,CE2053.r.,HMDB0012641
CE2054[c],20-carboxy-leukotriene-B4,3,,,FALSE,[c],CE2054,CE2054.c.,
CE2054[m],20-carboxy-leukotriene-B4,3,,,FALSE,[m],CE2054,CE2054.m.,
CE2054[r],20-carboxy-leukotriene-B4,3,,,FALSE,[r],CE2054,CE2054.r.,
CE2056[r],20-dihydroxyleukotriene B4,3,,HMDB12635,FALSE,[r],CE2056,CE2056.r.,HMDB0012635
CE5139[c],12-oxo-20-dihydroxy-leukotriene B4,3,,HMDB12551,FALSE,[c],CE5139,CE5139.c.,HMDB0012551
CE2567[n],"5(S),6(S)-epoxy-15(S)-hydroxy-7E,9E,11Z,13E-eicosatetraenoic acid anion",3,,,FALSE,[n],CE2567,CE2567.n.,
CE2567[r],"5(S),6(S)-epoxy-15(S)-hydroxy-7E,9E,11Z,13E-eicosatetraenoic acid anion",3,,,FALSE,[r],CE2567,CE2567.r.,
CE2416[x],"(2R,6S,10S)-pristanate",3,,,FALSE,[x],CE2416,CE2416.x.,
CE4820[c],"3-oxo-all-cis-6,9,12,15,18-tetracosapentaenoyl-CoA",3,,,FALSE,[c],CE4820,CE4820.c.,
CE4820[r],"3-oxo-all-cis-6,9,12,15,18-tetracosapentaenoyl-CoA",3,,,FALSE,[r],CE4820,CE4820.r.,
CE2540[c],timnodonate,3,C06428,HMDB01999,FALSE,[c],CE2540,CE2540.c.,HMDB0001999
CE5151[c],11-cis-eicosenoyl-CoA,3,,,FALSE,[c],CE5151,CE5151.c.,
CE5155[c],cis-13-docosenoyl-CoA,3,,,FALSE,[c],CE5155,CE5155.c.,
CE2049[c],"12,13-hydroxyoctadec-9(Z)-enoate",3,C14829,HMDB04705,FALSE,[c],CE2049,CE2049.c.,HMDB0004705
CE2049[r],"12,13-hydroxyoctadec-9(Z)-enoate",3,C14829,HMDB04705,FALSE,[r],CE2049,CE2049.r.,HMDB0004705
CE2047[c],"9,10-hydroxyoctadec-12(Z)-enoate",3,C14828,HMDB04704,FALSE,[c],CE2047,CE2047.c.,HMDB0004704
CE2047[r],"9,10-hydroxyoctadec-12(Z)-enoate",3,C14828,HMDB04704,FALSE,[r],CE2047,CE2047.r.,HMDB0004704
CE5343[m],"6,7-dihydro-5-oxo-12-epi-leukotriene B",3,,,FALSE,[m],CE5343,CE5343.m.,
CE5343[r],"6,7-dihydro-5-oxo-12-epi-leukotriene B",3,,,FALSE,[r],CE5343,CE5343.r.,
CE5343[x],"6,7-dihydro-5-oxo-12-epi-leukotriene B",3,,,FALSE,[x],CE5343,CE5343.x.,
CE6504[c],"1-hydroperoxy-8-carboxyoctyl 3,4-epoxynon-(2E)-enyl ether",3,,,FALSE,[c],CE6504,CE6504.c.,
CE4876[r],delta12-Prostaglandin J2,3,,,FALSE,[r],CE4876,CE4876.r.,
CE4987[c],"10,11-dihydro-leukotriene B4",3,,HMDB12504,FALSE,[c],CE4987,CE4987.c.,HMDB0012504
CE7097[c],"5-oxo-12(S)-hydroxy-eicosa-6E,8Z,10E,14Z-tetraenoate",3,,,FALSE,[c],CE7097,CE7097.c.,
CE6508[c],5-hydroperoxy-EPA,3,,,FALSE,[c],CE6508,CE6508.c.,
CE7109[r],"5(S),6(S)-epoxy-15(R)-HEPE",3,,,FALSE,[r],CE7109,CE7109.r.,
C04849[r],"(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate",3,C04849,,FALSE,[r],C04849,C04849.r.,
CE6188[x],CoA-omega-COOH-dinor-LTE4,3,,HMDB12914,FALSE,[x],CE6188,CE6188.x.,HMDB0012914
CE2089[c],S-[2-carboxy-1-(1 H-imidazol-4-yl)ethyl]-L-cysteine,3,,,FALSE,[c],CE2089,CE2089.c.,
c10dc[c],sebacoyl carnitine,3,,,FALSE,[c],c10dc,c10dc.c.,
c12dc[c],dodecanedioyl carnitine,3,,,FALSE,[c],c12dc,c12dc.c.,
c4dc[c],succinyl carnitine,3,,,FALSE,[c],c4dc,c4dc.c.,
btcoa[x],Butanoyl-CoA,3,C00136,HMDB01088,FALSE,[x],btcoa,btcoa.x.,HMDB0001088
c6crn[c],hexanoyl carnitine,3,,HMDB00705,FALSE,[c],c6crn,c6crn.c.,HMDB0000756
hxcoa[x],Hexanoyl-CoA (n-C6:0CoA),3,,,FALSE,[x],hxcoa,hxcoa.x.,
c6dc[c],adipoyl carnitine,3,,,FALSE,[c],c6dc,c6dc.c.,
c8dc[c],suberyl carnitine,3,,,FALSE,[c],c8dc,c8dc.c.,
doco13ecoa[x],13-docosenoylcoa,3,C16531,,FALSE,[x],doco13ecoa,doco13ecoa.x.,
docosac[c],Behenic acid,3,C08281,HMDB00944,FALSE,[c],docosac,docosac.c.,HMDB0000944
docosac[r],Behenic acid,3,C08281,HMDB00944,FALSE,[r],docosac,docosac.r.,HMDB0000944
docosdiac[c],docosanedioicacid,3,C19625,,FALSE,[c],docosdiac,docosdiac.c.,
docoscoa[x],docosanoylcoa,3,,HMDB12930,FALSE,[x],docoscoa,docoscoa.x.,HMDB0012930
tetd7ecoa[m],7-tetradecenoylcoa,3,,,FALSE,[m],tetd7ecoa,tetd7ecoa.m.,
tetdecdicoa[m],"5,8-tetradecadienoylcoa",3,,HMDB02288,FALSE,[m],tetdecdicoa,tetdecdicoa.m.,HMDB0002288
ttetddcoa[m],"trans5,8tetradecadienoylcoa",3,,HMDB02288,FALSE,[m],ttetddcoa,ttetddcoa.m.,HMDB0002288
5tedtricoa[m],"5,8,11-tetradecatrienoylcoa",3,,,FALSE,[m],5tedtricoa,X5tedtricoa.m.,
thexddcoa[m],"trans7,10-hexadecadienoylcoa",3,,,FALSE,[m],thexddcoa,thexddcoa.m.,
4hexdtricoa[m],"4,7,10-hexadecatrienoylcoa",3,,,FALSE,[m],4hexdtricoa,X4hexdtricoa.m.,
4hexdtetcoa[m],"4,7,10,13-hexadecatetraenoylcoa",3,,,FALSE,[m],4hexdtetcoa,X4hexdtetcoa.m.,
hexdicoa[r],hexadecanedioylcoa,3,,,FALSE,[r],hexdicoa,hexdicoa.r.,
hxcoa[m],Hexanoyl-CoA (n-C6:0CoA),3,,,FALSE,[m],hxcoa,hxcoa.m.,
succoa[x],Succinyl-CoA,3,C00091,HMDB01022,FALSE,[x],succoa,succoa.x.,HMDB0001022
sebacid[c],sebacicacid,3,C08277,HMDB00792,FALSE,[c],sebacid,sebacid.c.,HMDB0000792
tdechola[e],Taurodeoxycholic acid,3,C05463,HMDB00896,FALSE,[e],tdechola,tdechola.e.,HMDB0000896
adocbl[e],Adenosylcobalamin,3,C00194,HMDB02086,FALSE,[e],adocbl,adocbl.e.,HMDB0002086
dchac[e],deoxycholic acid,3,C04483,HMDB00626,FALSE,[e],dchac,dchac.e.,HMDB0000626
sbt_D[e],D-glucitol,3,C00794,HMDB00247,FALSE,[e],sbt_D,sbt_D.e.,HMDB0000247
oh1[e],hydroxide ion,3,C01328,HMDB01039,FALSE,[e],oh1,oh1.e.,HMDB0001039
cysam[e],cysteaminium,3,C01678,HMDB02991,FALSE,[e],cysam,cysam.e.,HMDB0002991
hyptaur[e],Hypotaurine,3,C00519,HMDB00965,FALSE,[e],hyptaur,hyptaur.e.,HMDB0000965
fmn[e],FMN,3,C00061,HMDB01520,FALSE,[e],fmn,fmn.e.,HMDB0001520
ptth[e],pantetheine,3,C00831,HMDB03426,FALSE,[e],ptth,ptth.e.,HMDB0003426
10fthf7glu[l],10-formyltetrahydrofolate-[Glu](7),2,,,FALSE,[l],10fthf7glu,X10fthf7glu.l.,
10fthf7glu[m],10-formyltetrahydrofolate-[Glu](7),2,,,FALSE,[m],10fthf7glu,X10fthf7glu.m.,
10fthf[l],10-Formyltetrahydrofolate,2,C00234,HMDB00972,FALSE,[l],10fthf,X10fthf.l.,HMDB0000972
11docrtsl[c],11-deoxycortisol,2,C05488,HMDB00015,FALSE,[c],11docrtsl,X11docrtsl.c.,HMDB0000015
11docrtsl[m],11-deoxycortisol,2,C05488,HMDB00015,FALSE,[m],11docrtsl,X11docrtsl.m.,HMDB0000015
11docrtsl[r],11-deoxycortisol,2,C05488,HMDB00015,FALSE,[r],11docrtsl,X11docrtsl.r.,HMDB0000015
11docrtstrn[c],11-deoxycorticosterone,2,C03205,HMDB00016,FALSE,[c],11docrtstrn,X11docrtstrn.c.,HMDB0000016
11docrtstrn[r],11-deoxycorticosterone,2,C03205,HMDB00016,FALSE,[r],11docrtstrn,X11docrtstrn.r.,HMDB0000016
bamppald[c],beta-Aminopropion aldehyde,2,C05665,HMDB01106,FALSE,[c],bamppald,bamppald.c.,HMDB0001106
1a2425thvitd2[m],"1-alpha,24R,25-Trihydroxyvitamin D2",2,,HMDB06227,FALSE,[m],1a2425thvitd2,X1a2425thvitd2.m.,HMDB0006227
1a2425thvitd3[m],calcitetrol,2,C18231,HMDB06228,FALSE,[m],1a2425thvitd3,X1a2425thvitd3.m.,HMDB0006228
1a25dhvitd2[m],"1-alpha,25-Dihydroxyvitamin D2",2,,HMDB06225,FALSE,[m],1a25dhvitd2,X1a25dhvitd2.m.,HMDB0006225
1a25dhvitd3[m],calcitriol,2,C01673,HMDB01903,FALSE,[m],1a25dhvitd3,X1a25dhvitd3.m.,HMDB0001903
1mncam[c],1-methylnicotinamide,2,C02918,HMDB00699,FALSE,[c],1mncam,X1mncam.c.,HMDB0000699
1mncam[e],1-methylnicotinamide,2,C02918,HMDB00699,FALSE,[e],1mncam,X1mncam.e.,HMDB0000699
1pipdn2c[x],1-piperideine-2-carboxylate,2,C04092,HMDB01084,FALSE,[x],1pipdn2c,X1pipdn2c.x.,HMDB0001084
Lpipecol[x],L-pipecolic acid,2,C00408,HMDB00716,FALSE,[x],Lpipecol,Lpipecol.x.,HMDB0000716
2425dhvitd2[c],"24R,25-Dihyoxyvitamin D2",2,,,FALSE,[c],2425dhvitd2,X2425dhvitd2.c.,
2425dhvitd2[e],"24R,25-Dihyoxyvitamin D2",2,,,FALSE,[e],2425dhvitd2,X2425dhvitd2.e.,
2425dhvitd3[e],"(24R)-24,25-dihydroxycalciol",2,,,FALSE,[e],2425dhvitd3,X2425dhvitd3.e.,
24nph[e],2-hydroxy-4-nitrophenolate,2,C02235,HMDB02916,FALSE,[e],24nph,X24nph.e.,HMDB0002916
24nph[c],2-hydroxy-4-nitrophenolate,2,C02235,HMDB02916,FALSE,[c],24nph,X24nph.c.,HMDB0002916
2mcit[c],2-methylcitrate(3-),2,,HMDB00379,FALSE,[c],2mcit,X2mcit.c.,HMDB0000379
2mcit[e],2-methylcitrate(3-),2,,HMDB00379,FALSE,[e],2mcit,X2mcit.e.,HMDB0000379
34dhoxpeg[c],"3,4-Dihydroxyphenylethyleneglycol",2,C05576,HMDB00318,FALSE,[c],34dhoxpeg,X34dhoxpeg.c.,HMDB0000318
34dhoxpeg[e],"3,4-Dihydroxyphenylethyleneglycol",2,C05576,HMDB00318,FALSE,[e],34dhoxpeg,X34dhoxpeg.e.,HMDB0000318
homoval[c],Homovanillate,2,C05582,HMDB00118,FALSE,[c],homoval,homoval.c.,HMDB0000118
34dhoxmand[c],"3,4-Dihydroxymandelate",2,C05580,HMDB01866,FALSE,[c],34dhoxmand,X34dhoxmand.c.,HMDB0001866
34hpp[m],3-(4-hydroxyphenyl)pyruvate,2,C01179,HMDB00707,FALSE,[m],34hpp,X34hpp.m.,HMDB0000707
34hpl[m],3-(4-hydroxyphenyl)lactate,2,C03672,HMDB00755,FALSE,[m],34hpl,X34hpl.m.,HMDB0000755
hgentis[c],homogentisate,2,C00544,HMDB00130,FALSE,[c],hgentis,hgentis.c.,HMDB0000130
35cgmp[n],"3',5'-cyclic GMP(1-)",2,C00942,HMDB01314,FALSE,[n],35cgmp,X35cgmp.n.,HMDB0001314
3aib[c],(S)-3-aminoisobutyric acid,2,C03284,HMDB02166,FALSE,[c],3aib,X3aib.c.,HMDB0002166
3aib[e],(S)-3-aminoisobutyric acid,2,C03284,HMDB02166,FALSE,[e],3aib,X3aib.e.,HMDB0002166
3aib[m],(S)-3-aminoisobutyric acid,2,C03284,HMDB02166,FALSE,[m],3aib,X3aib.m.,HMDB0002166
3dsphgn[c],(2S)-1-hydroxy-3-oxooctadecan-2-aminium,2,C02934,HMDB01480,FALSE,[c],3dsphgn,X3dsphgn.c.,HMDB0001480
3hanthrn[c],3-hydroxyanthranilate,2,C00632,HMDB01476,FALSE,[c],3hanthrn,X3hanthrn.c.,HMDB0001476
3hbcoa_R[m],(R)-3-hydroxybutanoyl-CoA(4-),2,C03561,HMDB01166,FALSE,[m],3hbcoa_R,X3hbcoa_R.m.,HMDB0001166
3hibutcoa[m],(S)-3-Hydroxyisobutyryl-CoA,2,C06000,HMDB01052,FALSE,[m],3hibutcoa,X3hibutcoa.m.,HMDB0001052
42A3HP24DB[c],"4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate",2,C05645,HMDB04083,FALSE,[c],42A3HP24DB,X42A3HP24DB.c.,HMDB0004083
3hpp[c],3-hydroxypropionate,2,C01013,HMDB00700,FALSE,[c],3hpp,X3hpp.c.,HMDB0000700
3hxkynam[c],3-Hydroxykynurenamine,2,C05636,,FALSE,[c],3hxkynam,X3hxkynam.c.,
3mox4hpac[c],(4-hydroxy-3-methoxyphenyl)acetaldehyde,2,C05581,HMDB05175,FALSE,[c],3mox4hpac,X3mox4hpac.c.,HMDB0005175
3mlda[c],3-Methylimidazoleacetic acid,2,C05828,HMDB02820,FALSE,[c],3mlda,X3mlda.c.,HMDB0002820
3mlda[e],3-Methylimidazoleacetic acid,2,C05828,HMDB02820,FALSE,[e],3mlda,X3mlda.e.,HMDB0002820
3mox4hoxm[c],3-Methoxy-4-hydroxymandelate,2,C05584,HMDB00291,FALSE,[c],3mox4hoxm,X3mox4hoxm.c.,HMDB0000291
3sala[m],3-Sulfino-L-alanine,2,C00606,HMDB00996,FALSE,[m],3sala,X3sala.m.,HMDB0000996
3snpyr[c],3-Sulfinopyruvate,2,C05527,HMDB02332,FALSE,[c],3snpyr,X3snpyr.c.,HMDB0001405
3snpyr[m],3-Sulfinopyruvate,2,C05527,HMDB02332,FALSE,[m],3snpyr,X3snpyr.m.,HMDB0001405
mma[c],methylammonium,2,C00218,HMDB00164,FALSE,[c],mma,mma.c.,HMDB0000164
coucoa[m],4-coumaroyl-CoA(4-),2,C00223,,FALSE,[m],coucoa,coucoa.m.,
4hbzcoa[m],4-hydroxybenoyl-CoA,2,C02949,HMDB06467,FALSE,[m],4hbzcoa,X4hbzcoa.m.,HMDB0006467
4hbz[m],4-hydroxybenzoate,2,C00156,HMDB00500,FALSE,[m],4hbz,X4hbz.m.,HMDB0000500
4hdebrisoquine[e],4 hydroxy debrisoquine,2,,HMDB06468,FALSE,[e],4hdebrisoquine,X4hdebrisoquine.e.,HMDB0006468
4hdebrisoquine[c],4 hydroxy debrisoquine,2,,HMDB06468,FALSE,[c],4hdebrisoquine,X4hdebrisoquine.c.,HMDB0006468
4hglusa[m],L-4-hydroxyglutamic semialdehyde,2,C05938,HMDB06556,FALSE,[m],4hglusa,X4hglusa.m.,HMDB0006556
4hoxpacd[c],(4-hydroxyphenyl)acetaldehyde,2,C03765,HMDB03767,FALSE,[c],4hoxpacd,X4hoxpacd.c.,HMDB0003767
4mptnl[e],4-methylpentanal,2,C02373,HMDB01318,FALSE,[e],4mptnl,X4mptnl.e.,HMDB0001318
4mptnl[m],4-methylpentanal,2,C02373,HMDB01318,FALSE,[m],4mptnl,X4mptnl.m.,HMDB0001318
4mtolbutamide[e],4 hydroxy tolbutamide,2,,HMDB06408,FALSE,[e],4mtolbutamide,X4mtolbutamide.e.,HMDB0006408
4mtolbutamide[c],4 hydroxy tolbutamide,2,,HMDB06408,FALSE,[c],4mtolbutamide,X4mtolbutamide.c.,HMDB0006408
4nphsf[e],4-Nitrophenyl sulfate,2,,HMDB06492,FALSE,[e],4nphsf,X4nphsf.e.,HMDB0006492
4nphsf[c],4-Nitrophenyl sulfate,2,,HMDB06492,FALSE,[c],4nphsf,X4nphsf.c.,HMDB0006492
4pyrdx[c],4-pyridoxate,2,C00847,HMDB00017,FALSE,[c],4pyrdx,X4pyrdx.c.,HMDB0000017
4pyrdx[e],4-pyridoxate,2,C00847,HMDB00017,FALSE,[e],4pyrdx,X4pyrdx.e.,HMDB0000017
5adtststeroneglc[c],5alpha-Dihydrotestosterone glucuronide,2,C03033,HMDB06203,FALSE,[c],5adtststeroneglc,X5adtststeroneglc.c.,HMDB0006203
5adtststeroneglc[e],5alpha-Dihydrotestosterone glucuronide,2,C03033,HMDB06203,FALSE,[e],5adtststeroneglc,X5adtststeroneglc.e.,HMDB0006203
