Sensor.Gene	Sensor.Name	Sensor.Type	Sensor.Pathway	HMDB.ID	Metabolite.Name	Metabolite.Class	Metabolite.Pathway	Long.Range.Channel	Evidences	Sources
Slc35b1	Solute carrier family 35 member B1 (ATP/ADP exchanger ER) (AXER) (Endoplasmic reticulum ATP/ADP translocase) (UDP-galactose transporter-related protein 1) (UGTrel1)	transporter		HMDB0000538	Adenosine triphosphate	Nucleosides, nucleotides, and analogues	Alanine, aspartate and glutamate metabolism; Amino Sugar Metabolism; Arginine and proline metabolism; Aspartate Metabolism; Biosynthesis of unsaturated fatty acids; Biotin Metabolism; Butyrate Metabolism; Citric Acid Cycle; Cysteine Metabolism; Fatty acid Metabolism; Fructose and mannose metabolism; Galactose Metabolism; Glutamate Metabolism; Glutathione metabolism; Glycerolipid Metabolism; Glycine, serine and threonine metabolism; Glycolysis_Gluconeogenesis; Histidine metabolism; Inositol phosphate metabolism; Methionine Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Nucleotide Sugars Metabolism; One carbon pool by folate; Oxidative phosphorylation; Pantothenate and CoA Biosynthesis; Phenylalanine and Tyrosine Metabolism; Phenylalanine metabolism; Phosphatidylinositol Phosphate Metabolism; Primary bile acid biosynthesis; Propanoate metabolism; Purine metabolism; Pyrimidine metabolism; Pyruvate metabolism; Riboflavin Metabolism; Selenocompound metabolism; Starch and sucrose metabolism; Steroid Biosynthesis; Sulfur metabolism; Thiamine Metabolism; Tryptophan metabolism; Urea Cycle; Valine, leucine and isoleucine degradation	Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Saliva	35041824	MetaChatDB
Slc35d3	Solute carrier family 35 member D3 (Fringe connection-like protein 1)	transporter		HMDB0000286	Uridine diphosphate glucose	Nucleosides, nucleotides, and analogues	Galactose Metabolism; Nucleotide Sugars Metabolism; Starch and sucrose metabolism	Blood,Feces,Urine	34269178	MetaChatDB
Slc35f5	Solute carrier family 35 member F5 (Hepatitis C virus NS5A-transactivated protein 3) (HCV NS5A-transactivated protein 3)	transporter		HMDB0000034	Adenine	Organoheterocyclic compounds	Purine metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	33972798	Mebocost
Slc36a1	Proton-coupled amino acid transporter 1 (Proton/amino acid transporter 1) (hPAT1) (Solute carrier family 36 member 1)	transporter		HMDB0000056	beta-Alanine	Organic acids and derivatives	Aspartate Metabolism; Histidine metabolism; Propanoate metabolism; Pyrimidine metabolism; beta-Alanine metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	20498635	MetaChatDB
Slc36a1	Proton-coupled amino acid transporter 1 (Proton/amino acid transporter 1) (hPAT1) (Solute carrier family 36 member 1)	transporter		HMDB0000162	L-Proline	Organic acids and derivatives	Arginine and proline metabolism	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	34067570	MetaChatDB
Slc36a1	Proton-coupled amino acid transporter 1 (Proton/amino acid transporter 1) (hPAT1) (Solute carrier family 36 member 1)	transporter		HMDB0000123	Glycine	Organic acids and derivatives	Alanine, aspartate and glutamate metabolism; Arginine and proline metabolism; Glutamate Metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Methionine Metabolism; Nitrogen metabolism; Porphyrin Metabolism; Primary bile acid biosynthesis; Purine metabolism	Bile,Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	HMDB	Mebocost
Slc36a4	Neutral amino acid uniporter 4 (Solute carrier family 36 member 4)	transporter		HMDB0000187	L-Serine	Organic acids and derivatives	Glycine, serine and threonine metabolism; Methionine Metabolism; Nitrogen metabolism; Selenocompound metabolism; Starch and sucrose metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	26434594	MetaChatDB
Slc36a4	Neutral amino acid uniporter 4 (Solute carrier family 36 member 4)	transporter		HMDB0000641	L-Glutamine	Organic acids and derivatives	Amino Sugar Metabolism; Aspartate Metabolism; Glutamate Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	37407815	MetaChatDB
Slc36a4	Neutral amino acid uniporter 4 (Solute carrier family 36 member 4)	transporter		HMDB0000162	L-Proline	Organic acids and derivatives	Arginine and proline metabolism	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	28083894	MetaChatDB
Slc37a2	Glucose-6-phosphate exchanger SLC37A2 (Solute carrier family 37 member 2)	transporter	WP2877: Vitamin D receptor pathway	HMDB0001401	Glucose 6-phosphate	Organic oxygen compounds	Galactose Metabolism; Glycolysis_Gluconeogenesis; Inositol phosphate metabolism; Nucleotide Sugars Metabolism; Starch and sucrose metabolism	Blood,Cellular Cytoplasm,Feces,Saliva,Urine	36170813	MetaChatDB
Slc38a1	Sodium-coupled neutral amino acid symporter 1 (Amino acid transporter A1) (N-system amino acid transporter 2) (Solute carrier family 38 member 1) (System A amino acid transporter 1) (System N amino acid transporter 1)	transporter	WP4313: Ferroptosis; WP1872: Neurotransmitter uptake and metabolism In glial cells; WP5083: Neuroinflammation and glutamatergic signaling; WP2267: Synaptic vesicle pathway	HMDB0000641	L-Glutamine	Organic acids and derivatives	Amino Sugar Metabolism; Aspartate Metabolism; Glutamate Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	26724577	Mebocost
Slc38a10	Solute carrier family 38 member 10 (Amino acid transporter SLC38A10)	transporter		HMDB0000148	L-Glutamic acid	Organic acids and derivatives	Alanine, aspartate and glutamate metabolism; Amino Sugar Metabolism; Arachidonic Acid Metabolism; Arginine and proline metabolism; Aspartate Metabolism; Cysteine Metabolism; Glutamate Metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Histidine metabolism; Lysine degradation; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; One carbon pool by folate; Phenylalanine and Tyrosine Metabolism; Propanoate metabolism; Purine metabolism; Tryptophan metabolism; Tyrosine metabolism; Urea Cycle; Valine, leucine and isoleucine degradation; beta-Alanine metabolism	Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	35450293	MetaChatDB
Slc38a2	Sodium-coupled neutral amino acid symporter 2 (Amino acid transporter A2) (Protein 40-9-1) (Solute carrier family 38 member 2) (System A amino acid transporter 2) (System A transporter 1) (System N amino acid transporter 2)	transporter	WP1871: Neurotransmitter release cycle; WP5083: Neuroinflammation and glutamatergic signaling	HMDB0000641	L-Glutamine	Organic acids and derivatives	Amino Sugar Metabolism; Aspartate Metabolism; Glutamate Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	32996252; 25759021; 26724577	Mebocost
Slc38a3	Sodium-coupled neutral amino acid transporter 3 (N-system amino acid transporter 1) (Na(+)-coupled neutral amino acid transporter 3) (Solute carrier family 38 member 3) (System N amino acid transporter 1)	transporter	WP5083: Neuroinflammation and glutamatergic signaling	HMDB0000168	L-Asparagine	Organic acids and derivatives	Aspartate Metabolism; Nitrogen metabolism	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	38309615	MetaChatDB
Slc38a3	Sodium-coupled neutral amino acid transporter 3 (N-system amino acid transporter 1) (Na(+)-coupled neutral amino acid transporter 3) (Solute carrier family 38 member 3) (System N amino acid transporter 1)	transporter	WP5083: Neuroinflammation and glutamatergic signaling	HMDB0000641	L-Glutamine	Organic acids and derivatives	Amino Sugar Metabolism; Aspartate Metabolism; Glutamate Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	26724577	Mebocost
Slc38a3	Sodium-coupled neutral amino acid transporter 3 (N-system amino acid transporter 1) (Na(+)-coupled neutral amino acid transporter 3) (Solute carrier family 38 member 3) (System N amino acid transporter 1)	transporter	WP5083: Neuroinflammation and glutamatergic signaling	HMDB0000191	L-Aspartic acid	Organic acids and derivatives	Arginine and proline metabolism; Aspartate Metabolism; Glutamate Metabolism; Nitrogen metabolism; Purine metabolism; Tyrosine metabolism; Urea Cycle; beta-Alanine metabolism	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	38309615	MetaChatDB
Slc38a3	Sodium-coupled neutral amino acid transporter 3 (N-system amino acid transporter 1) (Na(+)-coupled neutral amino acid transporter 3) (Solute carrier family 38 member 3) (System N amino acid transporter 1)	transporter	WP5083: Neuroinflammation and glutamatergic signaling	HMDB0000161	L-Alanine	Organic acids and derivatives	Alanine, aspartate and glutamate metabolism; Glutamate Metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Selenocompound metabolism; Tryptophan metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	38309615	MetaChatDB
Slc38a4	Sodium-coupled neutral amino acid transporter 4 (Amino acid transporter A3) (Na(+)-coupled neutral amino acid transporter 4) (Solute carrier family 38 member 4) (System A amino acid transporter 3) (System N amino acid transporter 3)	transporter		HMDB0000517	L-Arginine	Organic acids and derivatives	Arginine and proline metabolism; Aspartate Metabolism; Glycine, serine and threonine metabolism; Urea Cycle	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	Recon2	Mebocost
Slc38a4	Sodium-coupled neutral amino acid transporter 4 (Amino acid transporter A3) (Na(+)-coupled neutral amino acid transporter 4) (Solute carrier family 38 member 4) (System A amino acid transporter 3) (System N amino acid transporter 3)	transporter		HMDB0000641	L-Glutamine	Organic acids and derivatives	Amino Sugar Metabolism; Aspartate Metabolism; Glutamate Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	37407815	MetaChatDB
Slc38a4	Sodium-coupled neutral amino acid transporter 4 (Amino acid transporter A3) (Na(+)-coupled neutral amino acid transporter 4) (Solute carrier family 38 member 4) (System A amino acid transporter 3) (System N amino acid transporter 3)	transporter		HMDB0000161	L-Alanine	Organic acids and derivatives	Alanine, aspartate and glutamate metabolism; Glutamate Metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Selenocompound metabolism; Tryptophan metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	34274945	MetaChatDB
Slc38a5	Sodium-coupled neutral amino acid transporter 5 (Solute carrier family 38 member 5) (System N transporter 2)	transporter	WP4874: CAMKK2 pathway; WP5083: Neuroinflammation and glutamatergic signaling	HMDB0000641	L-Glutamine	Organic acids and derivatives	Amino Sugar Metabolism; Aspartate Metabolism; Glutamate Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	26724577	Mebocost
Slc38a5	Sodium-coupled neutral amino acid transporter 5 (Solute carrier family 38 member 5) (System N transporter 2)	transporter	WP4874: CAMKK2 pathway; WP5083: Neuroinflammation and glutamatergic signaling	HMDB0000123	Glycine	Organic acids and derivatives	Alanine, aspartate and glutamate metabolism; Arginine and proline metabolism; Glutamate Metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Methionine Metabolism; Nitrogen metabolism; Porphyrin Metabolism; Primary bile acid biosynthesis; Purine metabolism	Bile,Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	33806675	MetaChatDB
Slc38a5	Sodium-coupled neutral amino acid transporter 5 (Solute carrier family 38 member 5) (System N transporter 2)	transporter	WP4874: CAMKK2 pathway; WP5083: Neuroinflammation and glutamatergic signaling	HMDB0000696	L-Methionine	Organic acids and derivatives	Glycine, serine and threonine metabolism; Methionine Metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	33806675	MetaChatDB
Slc38a5	Sodium-coupled neutral amino acid transporter 5 (Solute carrier family 38 member 5) (System N transporter 2)	transporter	WP4874: CAMKK2 pathway; WP5083: Neuroinflammation and glutamatergic signaling	HMDB0000187	L-Serine	Organic acids and derivatives	Glycine, serine and threonine metabolism; Methionine Metabolism; Nitrogen metabolism; Selenocompound metabolism; Starch and sucrose metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	33806675	MetaChatDB
Slc38a6	Solute carrier family 38 member 6 (Amino acid transporter SLC38A6) (N-system amino acid transporter 1) (NAT-1)	transporter		HMDB0000148	L-Glutamic acid	Organic acids and derivatives	Alanine, aspartate and glutamate metabolism; Amino Sugar Metabolism; Arachidonic Acid Metabolism; Arginine and proline metabolism; Aspartate Metabolism; Cysteine Metabolism; Glutamate Metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Histidine metabolism; Lysine degradation; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; One carbon pool by folate; Phenylalanine and Tyrosine Metabolism; Propanoate metabolism; Purine metabolism; Tryptophan metabolism; Tyrosine metabolism; Urea Cycle; Valine, leucine and isoleucine degradation; beta-Alanine metabolism	Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	33503881	MetaChatDB
Slc38a6	Solute carrier family 38 member 6 (Amino acid transporter SLC38A6) (N-system amino acid transporter 1) (NAT-1)	transporter		HMDB0000641	L-Glutamine	Organic acids and derivatives	Amino Sugar Metabolism; Aspartate Metabolism; Glutamate Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	33503881	MetaChatDB
Slc38a7	Sodium-coupled neutral amino acid transporter 7 (Solute carrier family 38 member 7)	transporter		HMDB0000641	L-Glutamine	Organic acids and derivatives	Amino Sugar Metabolism; Aspartate Metabolism; Glutamate Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	26724577	Mebocost
Slc38a8	Solute carrier family 38 member 8 (Amino acid transporter SLC38A8)	transporter		HMDB0000191	L-Aspartic acid	Organic acids and derivatives	Arginine and proline metabolism; Aspartate Metabolism; Glutamate Metabolism; Nitrogen metabolism; Purine metabolism; Tyrosine metabolism; Urea Cycle; beta-Alanine metabolism	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	25451601	MetaChatDB
Slc38a8	Solute carrier family 38 member 8 (Amino acid transporter SLC38A8)	transporter		HMDB0000161	L-Alanine	Organic acids and derivatives	Alanine, aspartate and glutamate metabolism; Glutamate Metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Selenocompound metabolism; Tryptophan metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	25451601	MetaChatDB
Slc38a8	Solute carrier family 38 member 8 (Amino acid transporter SLC38A8)	transporter		HMDB0000641	L-Glutamine	Organic acids and derivatives	Amino Sugar Metabolism; Aspartate Metabolism; Glutamate Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	26724577	Mebocost
Slc38a8	Solute carrier family 38 member 8 (Amino acid transporter SLC38A8)	transporter		HMDB0000517	L-Arginine	Organic acids and derivatives	Arginine and proline metabolism; Aspartate Metabolism; Glycine, serine and threonine metabolism; Urea Cycle	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	25451601	MetaChatDB
Slc38a9	Neutral amino acid transporter 9 (Solute carrier family 38 member 9) (Up-regulated in lung cancer 11)	transporter	WP3318: MTOR signaling; WP5015: Amino acids regulate mTORC1; WP2748: Energy dependent regulation of mTOR by LKB1-AMPK; WP3349: TP53 Regulates Metabolic Genes; WP3348: Macroautophagy; WP4047: PTEN Regulation	HMDB0000517	L-Arginine	Organic acids and derivatives	Arginine and proline metabolism; Aspartate Metabolism; Glycine, serine and threonine metabolism; Urea Cycle	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	30956113	MetaChatDB
Slc39a14	Metal cation symporter ZIP14 (LIV-1 subfamily of ZIP zinc transporter 4) (LZT-Hs4) (Solute carrier family 39 member 14) (Zrt- and Irt-like protein 14) (ZIP-14)	transporter	WP4313: Ferroptosis; WP2884: NRF2 pathway; WP2882: Nuclear receptors meta-pathway	HMDB0015531	Iron	Homogeneous metal compounds	Arachidonic Acid Metabolism; Galactose Metabolism; Nucleotide Sugars Metabolism; Phenylalanine and Tyrosine Metabolism; Porphyrin Metabolism; Primary bile acid biosynthesis; Purine metabolism; Steroid Biosynthesis; Taurine and Hypotaurine Metabolism; Tyrosine metabolism; Ubiquinone Biosynthesis	Blood,Urine	34051234	MetaChatDB
Slc3a2	Amino acid transporter heavy chain SLC3A2 (4F2 cell-surface antigen heavy chain) (4F2hc) (4F2 heavy chain antigen) (Lymphocyte activation antigen 4F2 large subunit) (Solute carrier family 3 member 2) (CD antigen CD98)	receptor,transporter	WP4313: Ferroptosis	HMDB0000517	L-Arginine	Organic acids and derivatives	Arginine and proline metabolism; Aspartate Metabolism; Glycine, serine and threonine metabolism; Urea Cycle	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	40344476	MetaChatDB
Slc3a2	Amino acid transporter heavy chain SLC3A2 (4F2 cell-surface antigen heavy chain) (4F2hc) (4F2 heavy chain antigen) (Lymphocyte activation antigen 4F2 large subunit) (Solute carrier family 3 member 2) (CD antigen CD98)	receptor,transporter	WP4313: Ferroptosis	HMDB0000230	N-Acetylneuraminic acid	Organic oxygen compounds	Amino Sugar Metabolism	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	37771765	MetaChatDB
Slc3a2	Amino acid transporter heavy chain SLC3A2 (4F2 cell-surface antigen heavy chain) (4F2hc) (4F2 heavy chain antigen) (Lymphocyte activation antigen 4F2 large subunit) (Solute carrier family 3 member 2) (CD antigen CD98)	receptor,transporter	WP4313: Ferroptosis	HMDB0000641	L-Glutamine	Organic acids and derivatives	Amino Sugar Metabolism; Aspartate Metabolism; Glutamate Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	33953707; 30671766	Mebocost
Slc3a2	Amino acid transporter heavy chain SLC3A2 (4F2 cell-surface antigen heavy chain) (4F2hc) (4F2 heavy chain antigen) (Lymphocyte activation antigen 4F2 large subunit) (Solute carrier family 3 member 2) (CD antigen CD98)	receptor,transporter	WP4313: Ferroptosis	HMDB0001043	Arachidonic acid	Lipids and lipid-like molecules	Arachidonic Acid Metabolism; alpha-Linolenic acid metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	36793241	MetaChatDB
Slc3a2	Amino acid transporter heavy chain SLC3A2 (4F2 cell-surface antigen heavy chain) (4F2hc) (4F2 heavy chain antigen) (Lymphocyte activation antigen 4F2 large subunit) (Solute carrier family 3 member 2) (CD antigen CD98)	receptor,transporter	WP4313: Ferroptosis	HMDB0000187	L-Serine	Organic acids and derivatives	Glycine, serine and threonine metabolism; Methionine Metabolism; Nitrogen metabolism; Selenocompound metabolism; Starch and sucrose metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	33269112	Mebocost
Slc40a1	Ferroportin (Ferroportin-1) (Iron-regulated transporter 1) (Solute carrier family 40 member 1)	transporter	WP4313: Ferroptosis	HMDB0015531	Iron	Homogeneous metal compounds	Arachidonic Acid Metabolism; Galactose Metabolism; Nucleotide Sugars Metabolism; Phenylalanine and Tyrosine Metabolism; Porphyrin Metabolism; Primary bile acid biosynthesis; Purine metabolism; Steroid Biosynthesis; Taurine and Hypotaurine Metabolism; Tyrosine metabolism; Ubiquinone Biosynthesis	Blood,Urine	25209728; 30852438; 27667161; 24644245; 21875943; 20675164; 23506870; 21199650; 33787609; 17181986; 14757427; 15338274; 27773819; 23922661; 29212168; 24121729; 28219768; 28978826; 21175851	Mebocost
Slc43a1	Large neutral amino acids transporter small subunit 3 (L-type amino acid transporter 3) (Prostate cancer overexpressed gene 1 protein) (Solute carrier family 43 member 1)	transporter		HMDB0000187	L-Serine	Organic acids and derivatives	Glycine, serine and threonine metabolism; Methionine Metabolism; Nitrogen metabolism; Selenocompound metabolism; Starch and sucrose metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	Recon2	Mebocost
Slc43a1	Large neutral amino acids transporter small subunit 3 (L-type amino acid transporter 3) (Prostate cancer overexpressed gene 1 protein) (Solute carrier family 43 member 1)	transporter		HMDB0000168	L-Asparagine	Organic acids and derivatives	Aspartate Metabolism; Nitrogen metabolism	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	Recon2	Mebocost
Slc43a1	Large neutral amino acids transporter small subunit 3 (L-type amino acid transporter 3) (Prostate cancer overexpressed gene 1 protein) (Solute carrier family 43 member 1)	transporter		HMDB0000696	L-Methionine	Organic acids and derivatives	Glycine, serine and threonine metabolism; Methionine Metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	Recon2	Mebocost
Slc43a1	Large neutral amino acids transporter small subunit 3 (L-type amino acid transporter 3) (Prostate cancer overexpressed gene 1 protein) (Solute carrier family 43 member 1)	transporter		HMDB0000719	L-Homoserine	Organic acids and derivatives	Methionine Metabolism	Blood,Feces,Urine	Recon2	Mebocost
Slc43a1	Large neutral amino acids transporter small subunit 3 (L-type amino acid transporter 3) (Prostate cancer overexpressed gene 1 protein) (Solute carrier family 43 member 1)	transporter		HMDB0000641	L-Glutamine	Organic acids and derivatives	Amino Sugar Metabolism; Aspartate Metabolism; Glutamate Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	Recon2	Mebocost
Slc43a2	Large neutral amino acids transporter small subunit 4 (L-type amino acid transporter 4) (Solute carrier family 43 member 2)	transporter		HMDB0000696	L-Methionine	Organic acids and derivatives	Glycine, serine and threonine metabolism; Methionine Metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	Recon2	Mebocost
Slc43a2	Large neutral amino acids transporter small subunit 4 (L-type amino acid transporter 4) (Solute carrier family 43 member 2)	transporter		HMDB0000574	L-Cysteine	Organic acids and derivatives	Cysteine Metabolism; Glutamate Metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Methionine Metabolism; Pantothenate and CoA Biosynthesis; Taurine and Hypotaurine Metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	Recon2	Mebocost
Slc43a3	Equilibrative nucleobase transporter 1 (Protein FOAP-13) (Solute carrier family 43 member 3)	transporter		HMDB0000034	Adenine	Organoheterocyclic compounds	Purine metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	32339528	MetaChatDB
Slc44a1	Choline transporter-like protein 1 (CDw92) (Solute carrier family 44 member 1) (CD antigen CD92)	transporter		HMDB0000149	Ethanolamine	Organic nitrogen compounds	Phospholipid Biosynthesis	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	33789160	MetaChatDB
Slc44a4	Choline transporter-like protein 4 (Solute carrier family 44 member 4) (Thiamine pyrophosphate transporter 1) (hTPPT1)	transporter		HMDB0001372	Thiamine pyrophosphate	Organoheterocyclic compounds	Citric Acid Cycle; Lysine degradation; Propanoate metabolism; Pyruvate metabolism; Thiamine Metabolism; Valine, leucine and isoleucine degradation	Blood,Cerebrospinal Fluid (CSF)	38713615	MetaChatDB
Slc46a1	Proton-coupled folate transporter (HsPCFT) (hPCFT) (Heme carrier protein 1) (PCFT/HCP1) (Solute carrier family 46 member 1)	transporter		HMDB0003178	Heme		Androgen and Estrogen Metabolism; Arachidonic Acid Metabolism; Arginine and proline metabolism; Caffeine Metabolism; Oxidative phosphorylation; Porphyrin Metabolism; Primary bile acid biosynthesis; Purine metabolism; Retinol Metabolism; Steroid Biosynthesis; Steroidogenesis; Sulfur metabolism; Tryptophan metabolism	Feces,Saliva	Recon2	Mebocost
Slc48a1	Heme transporter HRG1 (Heme-responsive gene 1 protein homolog) (HRG-1) (hHRG-1) (Solute carrier family 48 member 1)	transporter		HMDB0003178	Heme		Androgen and Estrogen Metabolism; Arachidonic Acid Metabolism; Arginine and proline metabolism; Caffeine Metabolism; Oxidative phosphorylation; Porphyrin Metabolism; Primary bile acid biosynthesis; Purine metabolism; Retinol Metabolism; Steroid Biosynthesis; Steroidogenesis; Sulfur metabolism; Tryptophan metabolism	Feces,Saliva	23506900	MetaChatDB
Slc49a4	Solute carrier family 49 member 4 (Disrupted in renal cancer protein 2) (Disrupted in renal carcinoma protein 2)	transporter		HMDB0000239	Pyridoxine	Organoheterocyclic compounds	Vitamin B6 Metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Urine	37963658; 36456177	MetaChatDB
Slc4a1	Band 3 anion transport protein (Anion exchange protein 1) (AE 1) (Anion exchanger 1) (Solute carrier family 4 member 1) (CD antigen CD233)	transporter		HMDB0000595	Hydrogen carbonate	Organic acids and derivatives	Alanine, aspartate and glutamate metabolism; Citric Acid Cycle; Glutamate Metabolism; Glycolysis_Gluconeogenesis; Propanoate metabolism; Pyrimidine metabolism; Pyruvate metabolism; Urea Cycle; Valine, leucine and isoleucine degradation	Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Saliva,Urine	35143116	MetaChatDB
Slc4a1	Band 3 anion transport protein (Anion exchange protein 1) (AE 1) (Anion exchanger 1) (Solute carrier family 4 member 1) (CD antigen CD233)	transporter		HMDB0000492	Chloride ion	Homogeneous non-metal compounds	Starch and sucrose metabolism	Blood,Cerebrospinal Fluid (CSF),Saliva,Sweat,Urine	34584093; 27058983	MetaChatDB
Slc4a2	Anion exchange protein 2 (AE 2) (Anion exchanger 2) (Non-erythroid band 3-like protein) (BND3L) (Solute carrier family 4 member 2)	transporter		HMDB0000492	Chloride ion	Homogeneous non-metal compounds	Starch and sucrose metabolism	Blood,Cerebrospinal Fluid (CSF),Saliva,Sweat,Urine	34279699	MetaChatDB
